No.,MW,AMW,nBM,RBN,nDB,nN,nO,nF,nCL,nBR,nHM,nX,H%,C%,N%,O%,X%,nCIC,nCIR,Rbrid,nBnz,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr06,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr10,D/Dtr11,D/Dtr12,DBI,CENT,Wap,PHI,MAXDN,MWC07,SRW05,piPC10,X5v,Vindex,Yindex,CIC1,VE1_A,VE3sign_A,J_D,EE_D,VE3sign_D,VE3sign_X,WiA_Dt,EE_Dt,VE3sign_Dt,H_D/Dt,J_D/Dt,VE1_D/Dt,VE3sign_D/Dt,VE3sign_Dz(Z),VE3sign_Dz(v),SM1_Dz(p),SpMax_B(m),VE3sign_B(m),SpMax_B(p),SpMax_B(s),ATS3s,ATSC1m,ATSC1p,ATSC1s,SpMax2_Bh(m),SpMax3_Bh(m),SpMax2_Bh(s),P_VSA_LogP_1,P_VSA_LogP_5,P_VSA_LogP_6,P_VSA_MR_3,P_VSA_MR_4,P_VSA_v_4,P_VSA_i_1,P_VSA_i_2,P_VSA_s_1,P_VSA_s_3,P_VSA_s_4,P_VSA_ppp_L,P_VSA_ppp_P,P_VSA_ppp_N,SpMax_EA(dm),SpAD_EA(dm),SpDiam_AEA(dm),Chi1_EA(dm),SM15_EA(ed),SM13_EA(dm),SM05_AEA(dm),SM07_AEA(dm),SM09_AEA(dm),Eig02_EA(dm),nCrs,nCrt,nCconj,nROR,C-005,C-006,C-016,C-025,C-026,H-047,H-051,H-052,H-053,O-060,SdCH2,SssCH2,SdssC,SaasC,SdNH,SsssN,SdsN,SaaN,StN,SaaO,SdS,SddssS,NssssC,NssO,CATS2D_04_DD,CATS2D_05_DD,CATS2D_08_DD,CATS2D_04_DA,CATS2D_02_DL,CATS2D_02_AA,CATS2D_03_AA,CATS2D_04_AA,CATS2D_06_AA,CATS2D_07_AA,CATS2D_01_AN,CATS2D_02_AL,CATS2D_08_AL,CATS2D_01_LL,CATS2D_03_LL,CATS2D_08_LL,T(N..P),T(N..F),T(N..Cl),T(N..Br),T(N..I),T(O..F),T(O..Cl),T(O..Br),T(S..S),T(S..P),T(S..F),T(S..Cl),T(P..Cl),T(F..Cl),T(F..Br),T(F..I),T(Cl..Cl),T(Cl..Br),T(Cl..I),F01[C-S],F02[C-S],F02[N-N],F02[O-S],F03[C-P],F03[Cl-Cl],F04[N-O],F04[O-S],F05[C-S],F05[C-Cl],F05[N-O],F05[O-Cl],F05[F-F],F06[C-S],F06[C-F],F06[C-Cl],F06[O-F],F07[C-F],F07[N-O],F08[C-Cl],F09[C-F],F09[C-Cl],F10[C-F],F10[O-O],MLOGP2,ALOGP,ALOGP2,BLTF96,Class
862,178.3,5.752,6,4,0,0,1,0,0,0,0,0,58.1,38.7,0,3.2,0,1,1,0,1,0,0,0,45.475,0,0,0,0,0,0,3.082,141,597,3.495,1.754,8.049,0,2.784,0.85,0.419,1.174,2.266,3.397,-0.905,2.1669,43.067,-2.929,-1.096,5.026,62.406,-0.618,128.505,9.6766,2.856,-0.969,-1.109,-0.99,-0.788,3.562,-1.799,3.559,6.281,5.213,7.537,3.364,7.436,3.604,3.073,4.751,17.65,3.186,0,42.683,0,0,0,75.821,0,10.789,65.032,75.821,0,0,0,0,5.402,6.267,35.649,0,-1.502,-2,0,0,0,0,0,0,0,0,0,1,0,5,0,7,0,0,0,2.62,0,1.302,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,3,0,9,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72,3.109,9.667,-4.04,Fragrances
863,142.22,5.926,1,2,1,0,2,0,0,0,0,0,58.3,33.3,0,8.3,0,1,1,0,0,0,0,0,31.314,0,0,0,0,0,0,2.121,72,318,2.879,1.799,7.621,0,0,0.98,0.486,1.435,2.705,2.985,-0.598,2.1313,25.949,-1.099,-0.516,4.667,42.883,-0.681,89.6,8.6944,2.759,-1.076,-1.235,-0.88,-1.224,3.404,-0.502,3.176,7.435,4.902,5.974,2.538,2.5,3.397,2.869,4.49,8.825,11,0,0,0,0,0,28.689,0,19.864,8.825,21.498,0,0,2.443,5.458,5.655,5.163,29.693,11.599,0,0,0,0.286,6,0,0,0,0,0,0,0,0,1,3,4,0,1,0,5.882,-0.132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.782,1.879,3.532,-2.81,Fragrances
864,114.16,6.342,2,3,2,0,2,0,0,0,0,0,55.6,33.3,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.646,38,79,4.18,2.435,6.611,0,0,0.155,0.68,1.812,1.314,2.639,-0.421,2.7158,20.479,-0.907,-0.376,2.821,20.479,-0.907,28,7,NA,NA,-0.756,-1.582,-1.224,3.366,-0.452,3.193,7.477,4.632,4.115,1.745,7.57,3.296,2.801,6.351,8.825,0,0,0,0,0,0,33.757,0,5.979,27.778,32.847,0,0.91,2.397,5.279,5.025,2.803,24.643,11.361,0,0,0,0.242,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,1.057,-0.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.602,1.361,1.852,-2.47,Fragrances
865,138.23,5.76,3,5,3,0,1,0,0,0,0,0,58.3,37.5,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.828,80,165,7.467,1.191,6.744,0,0,0.336,0.552,1.372,2.069,2.966,NA,2.6476,34.343,NA,NA,3.667,34.343,NA,45,9,NA,NA,-1.239,-1.523,-0.788,3.248,-1.649,3.189,7.438,4.603,5.492,2.507,5.246,3.465,3.111,4.458,8.825,0,0,0,0,0,0,65.758,0,7.604,58.154,54.334,0,0,0,0,4.438,0.783,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,3.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.026,2.754,7.583,-3.3,Fragrances
866,102.15,6.009,1,2,1,0,2,0,0,0,0,0,58.8,29.4,0,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.646,29,46,2.608,2.373,6.834,0,0,0,0.966,3.253,1.796,2.46,-0.722,3.1442,13.635,-0.919,-0.54,2.19,13.635,-0.919,21,6,NA,NA,-0.537,-1.108,-1.224,3.412,-0.646,3.214,7.477,4.691,4.048,1.593,7.475,3.052,2.727,6.351,17.65,0,0,0,0,0,0,21.095,0,3.444,17.65,20.185,0,0.91,2.341,4.682,5.18,4.035,29.833,11.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.718,-0.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991,1.356,1.838,-2.24,Fragrances
867,130.23,7.235,2,4,2,0,1,0,0,0,1,0,55.6,33.3,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.646,40,76,4.77,1.426,6.73,0,0,0.374,0.734,2.049,1.356,2.604,-0.692,2.8621,19.763,-0.868,-1.271,2.714,19.763,-0.868,28,7,NA,NA,-0.964,-1.358,-0.592,3.801,-1.23,3.324,7.425,4.467,4.627,2.146,3.903,3.325,2.99,4.703,8.825,0,0,0,0,0,32.22,41.001,0,39.152,18.301,68.822,0,0,4.654,12.045,5.584,2.366,26.581,19.722,0,0,0,1.369,0,0,0,0,0,1,1,0,0,5,2,0,0,0,3.494,1.366,0.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.781,1.863,3.471,-2.52,Fragrances
868,144.24,5.548,1,7,1,0,2,0,0,0,0,0,61.5,30.8,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.828,80,165,8.322,1.486,6.744,0,0,0.467,0.552,1.372,2.7,2.966,NA,2.6476,34.343,NA,NA,3.667,34.343,NA,45,9,NA,NA,-0.926,-1.125,-1.224,3.15,-1.969,2.914,7.443,4.61,6.395,2.558,4.755,3.394,3.147,4.452,8.825,11,0,0,0,0,0,39.572,0,17.265,22.307,21.498,0,0,1.674,3.349,4.859,2.357,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,1,0,6.599,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.244,2.671,7.136,-3.14,Fragrances
869,240.43,5.343,1,5,1,0,2,0,0,0,0,0,62.2,33.3,0,4.4,0,1,1,0,0,0,0,0,61.551,0,0,0,0,0,0,3.536,345,1261,5.651,1.676,8.526,0,2.639,1.84,0.437,1.274,3.533,3.547,-0.827,2.5092,65.592,-1.201,-0.417,5.912,96.394,-1.744,222.181,12.7846,3.278,-1.574,-1.368,-1.119,-1.224,3.485,-0.718,3.365,7.431,5.511,11.4,4.921,6.528,3.594,3.384,4.516,44.126,11,0,0,0,0,0,61.455,0,17.329,44.126,54.264,0,0,2.443,5.458,5.723,5.835,34.355,11.599,-1,-1.216,-1.769,0.286,4,2,0,0,0,0,0,0,0,1,2,3,0,1,0,4.085,-0.009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,11,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.342,4.533,20.552,-4.49,Fragrances
870,136.16,7.564,7,3,1,0,2,0,0,0,0,0,44.4,44.4,0,11.1,0,1,1,0,1,0,0,0,31.497,0,0,0,0,0,0,1.871,76,330,2.65,1.549,7.518,0,0,0.421,0.451,1.278,1.618,2.912,-0.966,2.0172,27.562,-0.788,-1.667,4.822,44.388,-0.807,89.067,8.6344,2.754,-1.012,-0.757,-0.419,-1.224,3.562,-0.963,3.548,7.443,4.454,3.355,1.762,2.997,3.325,2.866,4.774,0,14.185,0,0,0,0,0,68.641,0,7.778,60.863,50.567,0,0,1.727,4.727,5.072,5.998,29.105,0,0,0,0,0.636,0,0,0,0,0,1,0,1,0,7,0,0,0,1,0,0.365,0,1.009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.117,1.558,2.426,-2.89,Fragrances
871,190.34,6.345,1,7,1,0,2,0,0,0,1,0,60,30,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.464,134,241,7.618,1.841,7.439,0,0,0.898,0.654,1.773,2.66,3.133,-0.768,3.3104,41.724,-1.406,-0.644,3.652,41.724,-1.406,66,11,NA,NA,-4.066,-0.953,-1.101,3.686,-0.583,3.225,7.435,4.915,8.265,3.499,3.871,3.495,3.31,4.456,24.841,11,0,0,0,0,32.22,44.228,0,51.607,24.841,57.474,0,0,2.95,11.358,6.112,4.821,28.748,11.599,-1.906,0,0,2.443,0,0,0,0,1,1,0,0,0,6,3,2,2,1,0,3.962,-0.175,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.651,2.055,4.222,-3.41,Fragrances
872,164.22,6.842,7,4,1,0,2,0,0,0,0,0,50,41.7,0,8.3,0,1,1,0,1,0,0,0,40.863,0,0,0,0,0,0,2.55,116,510,3.489,1.821,7.776,0,2.784,0.519,0.408,1.124,1.786,3.19,-1.584,2.0455,38.876,-1.254,NA,5.061,57.386,-0.72,114.238,9.2816,2.773,-0.947,-0.922,-0.706,-1.224,3.573,-1.249,3.55,7.431,4.931,5.158,2.464,3.3,3.524,3.027,4.774,8.825,14.185,0,0,0,0,0,73.71,0,17.504,56.206,61.927,0,0,2.454,6.563,5.683,7.164,29.273,11.656,-1.897,0,0,0.828,0,0,0,0,0,1,0,1,0,7,2,0,0,1,0,0.82,-0.154,1.027,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.694,2.272,5.16,-3.42,Fragrances
873,172.3,5.384,1,7,1,0,2,0,0,0,0,0,62.5,31.3,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.464,144,252,7.073,2.336,7.37,0,0,0.776,0.614,1.614,2.948,3.122,-1.716,3.1532,43.699,-1.409,NA,3.818,43.699,-1.409,66,11,NA,NA,-1.079,-1.464,-1.224,3.342,-1.215,3.153,7.477,5.07,7.854,3.311,5.647,3.475,3.273,6.351,17.65,0,0,0,0,0,0,33.767,0,16.117,17.65,32.858,0,0.91,2.341,4.682,5.476,1.893,27.333,11.051,-1.916,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6.105,-0.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.186,3.426,11.737,-3.67,Fragrances
874,152.21,6.618,6,2,0,0,2,0,0,0,0,0,52.2,39.1,0,8.7,0,1,1,0,1,0,0,0,34.381,0,0,0,0,0,0,1.871,77,411,2.629,1.468,8.017,0,0,0.591,0.525,1.628,1.544,3.062,-2.222,2.3739,29.062,-1.368,-1.08,4.836,48.936,-1.657,112.3,9.8575,3.105,-2.205,-0.753,-0.763,-1.224,3.724,-1.983,3.668,6.313,4.953,5.336,2.35,6.005,3.25,3.017,4.771,19.708,19.429,0,0,0,0,0,59.101,0,10.964,48.137,42.974,0,0,0.86,1.72,5.145,7.57,32.531,0,-2,0,0,0,0,0,0,0,1,0,0,1,2,6,0,0,0,1,0,0.955,0,1.911,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.599,2.489,6.193,-3,Fragrances
875,204.29,6.59,8,6,2,0,2,0,0,0,0,0,51.6,41.9,0,6.5,0,1,1,0,1,0,0,0,55.337,0,0,0,0,0,0,3.082,252,898,5.419,1.916,8.017,0,4.076,0.687,0.348,0.908,2.058,3.213,-2.23,1.9881,63.223,-0.969,-1.456,5.714,83.328,-1.176,159.014,10.4188,2.975,-0.828,-0.767,-0.828,-1.224,3.667,-3.875,3.603,7.432,5.131,6.859,3.215,4.251,3.596,3.316,4.739,8.825,14.185,0,0,0,0,0,95.197,0,20.038,75.159,83.414,0,0,1.674,3.349,5.658,2.967,32.163,0,-1,-1.732,-2,0,0,0,1,0,0,1,2,1,0,9,0,2,0,1,0,2.253,-0.25,0.608,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,10,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.645,3.482,12.124,-4.29,Fragrances
876,62.15,6.906,0,0,0,0,0,0,0,0,1,0,66.7,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2.625,0.556,3.497,0,0,0,2.042,0,1.29,1.707,-0.16,1.633,2.832,NA,-0.16,1.333,2.832,NA,3,2,NA,NA,-0.278,-0.494,0.332,3.336,-0.249,2.767,3.906,3.029,3.143,1.203,1.754,2.704,1.569,3.548,8.825,0,0,0,0,0,38.564,9.725,0,0.9,8.825,8.825,0,0,0,0,3.564,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713,0.962,0.926,-2.11,Fragrances
877,85.14,10.643,5,0,0,1,0,0,0,0,1,0,37.5,37.5,12.5,0,0,1,1,0,0,0,0,9.167,0,0,0,0,0,0,0,0,0,50,0.755,0.231,6.463,2.398,0,0,0.92,3.125,0.594,NA,NA,2.0833,6.006,NA,NA,3.5,14,NA,27.5,6.8182,NA,NA,-0.388,-0.564,-0.188,4.047,-0.929,3.562,4.713,2.697,0.757,0.695,1.411,2.601,2.245,3.364,0,9.047,11.771,0,0,0,31.278,23.917,0,31.278,23.917,31.278,0,0,0,0,3.618,0,20.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0.286,0.082,-1.14,Fragrances
878,120.16,7.068,7,2,1,0,1,0,0,0,0,0,47.1,47.1,0,5.9,0,1,1,0,1,0,0,0,26.886,0,0,0,0,0,0,1.581,53,250,2.027,1.088,7.431,0,0,0.405,0.507,1.506,1.713,2.824,-0.754,2.0779,21.584,-0.791,-0.714,4.611,37.505,-0.779,77.8,8.3809,2.71,-1.086,-0.597,-0.525,-0.788,3.563,-0.805,3.556,7.436,4.5,3.321,1.675,2.995,3.306,2.687,4.746,0,3.186,0,0,0,0,0,64.525,0,5.72,58.805,53.101,0,0,1.447,2.894,5.056,5.794,29.079,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0,0.529,0,1.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.365,1.517,2.3,-2.95,Fragrances
879,138.19,6.909,6,2,0,2,1,0,0,0,0,0,50,35,10,5,0,1,1,0,0,0,0,0,30.514,0,0,0,0,0,0,1.732,64,326,2.348,1.037,7.822,0,0,0.406,0.552,1.781,1.5,2.937,NA,2.34,24.218,NA,NA,4.822,43.864,NA,97.133,9.4292,2.631,-1.355,-0.613,-0.497,-1.224,3.704,-1.885,3.529,4.958,4.618,4.455,1.607,4.25,3.167,3.05,4.467,19.708,31.851,4.815,0,0,0,0,47.909,0,10.106,37.803,11.36,0,0,0.86,1.72,5.114,5.041,32.829,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,1,0,0.858,0,1.537,0,0,0,8.064,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316,1.001,1.002,-1.87,Fragrances
880,138.18,6.909,6,1,1,0,2,0,0,0,0,0,50,40,0,10,0,1,1,0,0,0,0,26.267,0,0,0,0,0,0,0,2.121,66,288,1.727,1.602,8.079,2.398,0,0.424,0.591,1.969,1.764,2.708,-0.678,2.4628,23.394,-1.188,-0.462,4.133,37.734,-1.042,81.9,8.7974,2.871,-0.647,-0.843,-1.095,-1.224,3.841,-0.761,3.71,7.429,4.842,4.313,2.056,2.76,3.285,2.942,5.021,26.476,12.693,10.898,0,0,0,0,55.169,0,19.217,35.952,39.137,0,0,1.277,2.555,5.43,6.944,34.015,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,9,0,0,1,0,0,0.064,2.199,0,0,0,0,0,5.155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846,0.965,0.931,-2.17,Fragrances
881,270.51,5.104,1,14,1,0,2,0,0,0,0,0,64.2,32.1,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.359,539,1058,13.785,1.677,7.812,0,2.398,1.278,0.471,1.137,3.98,3.596,-1.009,3.1168,115.893,-1.887,-0.927,6.187,115.893,-1.887,171,18,NA,NA,-1.47,-3.204,-1.224,3.37,-1.003,3.127,7.431,5.49,13.189,5.641,6.515,3.594,3.512,4.463,26.476,11,0,0,0,0,0,66.139,0,39.664,26.476,54.355,0,0,2.443,5.458,5.612,3.509,27.189,11.599,-0.706,-1.132,-1.515,0.286,0,0,0,0,0,1,0,0,0,2,2,2,0,1,0,13.759,-0.011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,13,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.695,6.374,40.632,-6.02,Fragrances
882,116.1,9.675,3,2,3,4,2,0,0,0,0,0,33.3,16.7,33.3,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.828,36,74,2.548,2.705,6.815,0,0,0.049,0.755,2.125,1.333,2.683,NA,2.9278,19.111,NA,NA,2.643,19.111,NA,28,7,NA,NA,NA,NA,-1.758,3.563,NA,3.189,7.452,4.698,1.657,0.224,21.416,3.243,2.406,7.433,0,0,41.878,0,0,0,0,8.552,0,8.552,0,0,65.794,0,1.6,6.4,5.022,4.723,25.715,6.78,0,0,0,1.6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.076,0,0,0,5.227,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.707,0.194,0.038,0.45,Fragrances
883,196.22,7.547,7,2,1,0,4,0,0,0,0,0,46.2,38.5,0,15.4,0,1,1,0,1,0,0,0,46.543,0,0,0,0,0,0,2.55,168,724,3.01,2.275,8.587,0,0,0.746,0.542,1.753,1.482,3.365,-0.946,2.732,41.398,-1.384,-0.824,5.121,67.485,-1.522,171.867,11.8803,3.413,-1.977,-1.134,-0.643,-1.758,3.886,-1.053,3.826,7.433,5.318,5.339,2.566,14.072,3.358,3.103,6.489,28.533,20.557,0,0,0,0,0,54.758,0,16.748,38.01,36.683,0,0,1.674,3.349,5.724,9.84,36.126,0,-1.506,-1.839,0,0,0,0,1,0,1,0,0,3,2,4,0,0,0,1,0,0,-0.608,0.596,0,0,0,0,0,0,0,0,0,1,1,0,0,3,4,1,0,3,2,0,0,6,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.233,2.123,4.507,-3.14,Fragrances
884,136.16,7.564,7,2,1,0,2,0,0,0,0,0,44.4,44.4,0,11.1,0,1,1,0,1,0,0,0,31.076,0,0,0,0,0,0,2.121,72,308,2.185,1.958,7.738,0,0,0.395,0.52,1.608,1.554,2.963,NA,2.2395,24.96,-1.262,NA,4.556,41.882,-0.635,90.467,8.7761,2.763,-1.161,-0.935,-0.43,-1.224,3.666,-1.736,3.602,7.433,4.7,3.355,1.762,2.632,3.306,2.776,4.741,10.883,14.185,0,0,0,0,0,68.641,0,10.377,58.264,50.567,0,0,1.674,3.349,5.648,2.098,32.076,0,0,0,0,0,0,0,1,0,1,0,0,1,0,8,0,0,0,1,0,0,-0.291,0.588,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.135,1.685,2.841,-3.12,Fragrances
885,194.25,6.937,7,4,1,0,3,0,0,0,0,0,50,39.3,0,10.7,0,1,1,0,1,0,0,0,49.065,0,0,0,0,0,0,3,188,735,3.806,2.142,8.211,0,3.663,0.595,0.435,1.252,1.662,3.278,-1.344,2.3006,48.039,-1.047,NA,5.33,71.278,-0.912,153.819,10.7365,2.83,-1.163,-0.725,-0.608,-1.526,3.744,-1.389,3.668,7.433,5.262,6.141,2.863,8.308,3.537,3.194,6.468,17.65,14.185,0,0,0,0,0,70.525,0,14.969,55.555,58.741,0,0,1.674,3.349,5.686,5.021,33.956,0,-1.414,-1.91,0,0,0,0,1,0,0,1,0,1,1,6,0,1,0,1,0,0.368,-0.475,0.175,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,2,0,0,0,5,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.345,2.61,6.811,-3.85,Fragrances
886,256.32,7.323,13,6,1,0,3,0,0,0,0,0,45.7,45.7,0,8.6,0,2,2,0,2,0,0,0,140.034,0,0,0,0,0,0,2.915,435,2838,4.845,1.887,8.511,0,5.192,1.099,0.247,0.645,2.306,4.049,-1.851,1.5667,92.963,-3.314,-1.729,7.24,135.379,-2.131,294.161,10.63,3.757,-2.732,-2.818,-2.48,-1.526,3.659,-3.142,3.612,7.431,5.343,6.976,3.515,4.924,3.823,3.427,4.875,10.883,33.614,0,0,0,0,0,122.102,0,25.933,96.169,94.192,0,0,2.501,8.887,5.72,16.1,30.71,11.905,-0.491,-1,-1.135,0.867,0,0,0,0,1,1,0,2,1,14,2,0,0,2,0,0.59,-0.22,2.698,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,5,1,11,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.135,3.287,10.806,-4.1,Fragrances
