No.,MW,AMW,nBM,RBN,nDB,nN,nO,nF,nCL,nBR,nHM,nX,H%,C%,N%,O%,X%,nCIC,nCIR,Rbrid,nBnz,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr06,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr10,D/Dtr11,D/Dtr12,DBI,CENT,Wap,PHI,MAXDN,MWC07,SRW05,piPC10,X5v,Vindex,Yindex,CIC1,VE1_A,VE3sign_A,J_D,EE_D,VE3sign_D,VE3sign_X,WiA_Dt,EE_Dt,VE3sign_Dt,H_D/Dt,J_D/Dt,VE1_D/Dt,VE3sign_D/Dt,VE3sign_Dz(Z),VE3sign_Dz(v),SM1_Dz(p),SpMax_B(m),VE3sign_B(m),SpMax_B(p),SpMax_B(s),ATS3s,ATSC1m,ATSC1p,ATSC1s,SpMax2_Bh(m),SpMax3_Bh(m),SpMax2_Bh(s),P_VSA_LogP_1,P_VSA_LogP_5,P_VSA_LogP_6,P_VSA_MR_3,P_VSA_MR_4,P_VSA_v_4,P_VSA_i_1,P_VSA_i_2,P_VSA_s_1,P_VSA_s_3,P_VSA_s_4,P_VSA_ppp_L,P_VSA_ppp_P,P_VSA_ppp_N,SpMax_EA(dm),SpAD_EA(dm),SpDiam_AEA(dm),Chi1_EA(dm),SM15_EA(ed),SM13_EA(dm),SM05_AEA(dm),SM07_AEA(dm),SM09_AEA(dm),Eig02_EA(dm),nCrs,nCrt,nCconj,nROR,C-005,C-006,C-016,C-025,C-026,H-047,H-051,H-052,H-053,O-060,SdCH2,SssCH2,SdssC,SaasC,SdNH,SsssN,SdsN,SaaN,StN,SaaO,SdS,SddssS,NssssC,NssO,CATS2D_04_DD,CATS2D_05_DD,CATS2D_08_DD,CATS2D_04_DA,CATS2D_02_DL,CATS2D_02_AA,CATS2D_03_AA,CATS2D_04_AA,CATS2D_06_AA,CATS2D_07_AA,CATS2D_01_AN,CATS2D_02_AL,CATS2D_08_AL,CATS2D_01_LL,CATS2D_03_LL,CATS2D_08_LL,T(N..P),T(N..F),T(N..Cl),T(N..Br),T(N..I),T(O..F),T(O..Cl),T(O..Br),T(S..S),T(S..P),T(S..F),T(S..Cl),T(P..Cl),T(F..Cl),T(F..Br),T(F..I),T(Cl..Cl),T(Cl..Br),T(Cl..I),F01[C-S],F02[C-S],F02[N-N],F02[O-S],F03[C-P],F03[Cl-Cl],F04[N-O],F04[O-S],F05[C-S],F05[C-Cl],F05[N-O],F05[O-Cl],F05[F-F],F06[C-S],F06[C-F],F06[C-Cl],F06[O-F],F07[C-F],F07[N-O],F08[C-Cl],F09[C-F],F09[C-Cl],F10[C-F],F10[O-O],MLOGP2,ALOGP,ALOGP2,BLTF96,Class
837,154.28,5.32,2,7,2,0,1,0,0,0,0,0,62.1,34.5,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,110,220,8.915,1.161,6.884,0,1.609,0.594,0.528,1.301,2.585,3.101,-1.397,2.6909,41.638,NA,-0.971,4,41.638,NA,55,10,NA,NA,-1.037,-1.139,-0.788,3.232,-1.3,3.149,7.438,4.773,6.886,3.089,5.504,3.491,3.225,4.341,8.825,0,0,0,0,0,0,54.409,0,15.207,39.202,42.985,0,0,0,0,4.674,0.783,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,7.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.631,3.655,13.356,-4.41,Fragrances
838,140.2,6.373,3,4,3,0,2,0,0,0,0,0,54.5,36.4,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162,84,137,4.509,1.942,7.335,0,0,0.161,0.744,2.132,1.636,2.813,-1.583,3.3088,28.543,-0.912,NA,3.044,28.543,-0.912,45,9,NA,NA,-1.003,-0.677,-1.224,3.546,-1.915,3.402,7.433,4.785,4.966,2.162,5.212,3.397,2.975,4.761,17.65,14.185,0,0,0,0,0,67.339,0,14.969,36.603,55.555,0,0,1.727,4.727,5.21,4.474,30.917,0,0,0,0,0.636,0,0,3,0,0,1,2,0,0,6,0,0,0,1,3.421,0.282,0.351,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.444,2.184,4.771,-2.97,Fragrances
839,136.21,6.191,6,1,0,0,1,0,0,0,0,0,54.5,40.9,0,4.5,0,1,1,0,1,0,0,0,30.19,0,0,0,0,0,0,1.581,52,320,2.073,0.703,7.899,0,0,0.481,0.555,1.755,1.911,2.965,-0.718,2.3556,24.002,-1.351,-0.547,4.667,42.428,-1.272,97.5,9.4033,3.024,-1.755,-1.591,-0.435,-0.788,3.713,-0.69,3.682,4.724,4.637,5.177,2.301,5.337,3.164,2.967,4.399,28.533,22.614,0,0,0,0,0,68.577,0,11.615,56.962,52.45,0,0,0.86,1.72,5.108,7.982,32.342,0,0,0,0,0,0,0,0,0,1,0,0,2,1,6,0,0,0,1,0,0,0,3.436,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.299,2.786,7.762,-3.52,Fragrances
840,186.33,5.324,1,8,1,0,2,0,0,0,0,0,62.9,31.4,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.606,166,330,8.014,1.74,7.485,0,1.099,0.614,0.563,1.424,3.271,3.004,-1.863,3.0677,52.671,-1.118,-1.199,4.231,52.671,-1.118,78,12,NA,NA,-0.872,-1.385,-1.224,3.433,-1.702,3.211,7.431,5.195,8.673,3.588,4.59,3.542,3.291,4.459,26.476,11,0,0,0,0,0,50.932,0,24.456,26.476,39.148,0,0,2.443,5.458,5.613,5.651,30.043,11.599,-1.708,0,0,0.286,0,0,0,0,0,1,0,0,0,2,1,2,0,1,0,6.595,-0.074,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.834,3.848,14.806,-3.92,Fragrances
841,214.39,5.229,1,11,1,0,2,0,0,0,0,0,63.4,31.7,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.742,266,538,11.426,1.738,7.461,0,1.946,0.953,0.489,1.188,3.615,3.356,-1.25,2.9241,74.482,-1.725,-1.335,5.124,74.482,-1.725,105,14,NA,NA,-1.221,-3.628,-1.224,3.36,-1.182,3.084,7.431,5.246,10.183,4.273,4.836,3.554,3.415,4.453,17.65,11,0,0,0,0,0,52.245,0,34.595,17.65,40.461,0,0,2.443,5.458,5.592,3.509,26.591,11.599,-1.383,-1.808,0,0.286,0,0,0,0,0,1,0,0,0,2,2,2,0,1,0,11.376,-0.071,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.687,4.754,22.6,-5.16,Fragrances
842,170.28,5.676,2,7,2,0,2,0,0,0,0,0,60,33.3,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.317,132,270,8.033,1.832,7.212,0,1.099,0.486,0.551,1.38,2.425,3.084,-1.043,2.9019,46.731,-1.29,-2.025,4.091,46.731,-1.29,66,11,NA,NA,-0.895,-1.703,-1.224,3.389,-1.039,3.204,7.431,4.966,7.273,3.052,4.399,3.486,3.239,4.52,19.708,11,0,0,0,0,0,58.525,0,19.864,38.661,40.45,0,0,2.491,5.928,5.432,3.26,26.591,11.856,-1.927,0,0,0.473,0,0,0,0,1,0,2,0,0,5,2,0,0,1,0,5.203,-0.165,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.621,2.981,8.884,-3.58,Fragrances
843,158.32,4.798,0,5,0,0,1,0,0,0,0,0,66.7,30.3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.606,96,180,4.745,1.672,7.585,0,0,0.549,0.711,1.969,3.28,2.886,-0.371,3.3763,33.85,-1.057,-0.362,3.273,33.85,-1.057,55,10,NA,NA,-1.005,-1.159,-0.788,3.304,-0.379,3.229,6.281,5.201,8.077,3.444,5.522,3.487,3.041,4.27,35.301,0,0,42.683,0,0,0,45.439,0,10.138,35.301,45.439,0,0,0,0,5.283,3.488,35.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4.196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.378,3.241,10.505,-3.85,Fragrances
844,212.37,5.445,2,11,2,0,2,0,0,0,0,0,61.5,33.3,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.742,265,530,10.975,1.718,7.483,0,2.079,0.893,0.5,1.224,2.936,3.296,-1.022,2.9773,73.471,-1.598,-1.335,5.048,73.471,-1.598,105,14,NA,NA,-1.332,-3.226,-1.224,3.363,-0.961,3.108,7.431,5.197,9.572,4.072,5.418,3.557,3.383,4.711,8.825,11,0,0,0,0,0,66.128,0,32.06,18.301,54.345,0,0,2.443,5.458,5.577,3.509,27.025,11.599,-1.397,-1.802,0,0.286,0,0,0,0,0,1,1,0,0,5,2,3,0,1,3.693,9.372,-0.052,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.679,4.296,18.453,-4.29,Fragrances
845,134.2,6.71,6,0,0,2,0,0,0,0,0,0,50,40,10,0,0,2,3,1,0,0,0,14.972,18.345,0,0,28.157,0,0,0,1.225,52,698,1.197,0.705,8.261,2.398,0,0.81,0.486,1.635,1.6,2.893,-1.011,2.0146,21.651,-1.399,-1.068,6.978,62.9,-1.674,169.267,13.0474,2.75,-1.199,-0.638,-1.238,-0.788,3.745,-1.14,3.631,4.865,4.699,4.531,1.827,3.888,3.306,2.885,4.131,8.825,23.608,0,0,0,0,0,37.503,0,10.583,26.92,13.894,0,0,0,0,5.272,5.021,34.553,0,-2,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2.337,0,2.414,0,0,0,8.525,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425,1.062,1.129,-1.94,Fragrances
846,194.2,8.092,7,3,1,0,4,0,0,0,0,0,41.7,41.7,0,16.7,0,2,3,1,1,0,0,28.949,32.201,0,0,50.966,0,0,0,2.55,170,1580,2.589,1.956,8.446,2.398,4.176,0.773,0.327,0.925,1.497,3.208,-1.827,1.7401,47.747,-0.975,-0.898,7.33,96.711,-0.901,242.145,11.8698,3.194,-0.612,-0.839,-0.717,-1.758,3.764,-1.579,3.68,7.435,5.017,4.279,2.398,6.242,3.487,3.214,5.007,8.825,46.672,23.542,0,0,0,0,69.36,0,32.106,37.254,40.44,0,0,2.454,10.409,5.635,15.64,33.384,11.656,-1.215,-1.787,-2,1.392,0,0,0,0,0,1,0,1,2,5,3,0,0,3,0,0.526,-0.289,2.329,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,1,0,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.671,1.373,1.884,-2.49,Fragrances
847,240.43,5.343,2,13,2,0,2,0,0,0,0,0,62.2,33.3,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,393,766,12.949,1.69,7.629,0,2.303,1.024,0.484,1.178,3.263,3.431,-1.213,3.0535,93.95,-1.903,-1.562,5.632,93.95,-1.903,136,16,NA,NA,-1.534,-2.589,-1.224,3.365,-1.151,3.114,7.431,5.334,11.092,4.753,6.287,3.571,3.454,4.711,8.825,11,0,0,0,0,0,71.197,0,37.129,18.301,59.414,0,0,2.443,5.458,5.578,3.509,27.085,11.599,-1,-1.433,-1.855,0.286,0,0,0,0,0,1,1,0,0,5,2,2,0,1,3.707,11.557,-0.023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,11,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.502,5.276,27.832,-4.74,Fragrances
848,148.3,5.932,0,5,0,0,1,0,0,0,1,0,64,28,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.828,69,102,6.655,1.161,7.029,0,0,0.721,0.767,2.272,2.534,2.713,-0.715,3.1753,23.68,NA,-0.691,2.833,23.68,NA,36,8,NA,NA,-1.178,-1.014,-0.592,3.684,-0.85,3.215,6.266,4.578,7.362,3.016,4.449,3.316,3.215,4.201,16.016,0,0,42.683,0,0,32.22,23.619,0,39.823,16.016,48.648,0,0,2.95,5.9,6.1,1.984,28.687,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,2,2,0,0,3.758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.765,1.676,2.808,-3.04,Fragrances
849,254.41,5.782,1,2,1,0,3,0,0,0,0,0,59.1,34.1,0,6.8,0,2,2,0,0,0,0,38.144,57.478,0,0,0,0,0,0,3.674,354,2263,3.358,1.863,9.336,2.398,3.091,2.704,0.428,1.445,3.269,3.514,-0.994,2.3742,58.695,-1.339,-0.476,6.444,111.632,-1.159,324.362,12.9236,2.96,-1.935,-2.381,-1.173,-1.526,3.725,-0.835,3.63,7.435,5.716,11.328,4.828,7.293,3.505,3.436,4.735,44.126,11,0,11,0,0,0,63.99,0,19.864,44.126,56.799,0,0,2.443,7.178,6.261,18.236,43.777,11.599,-1,-1.162,-1.538,0.86,6,2,0,1,0,0,0,0,0,1,3,12,0,1,0,5.181,-0.197,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,1,0,0,0,0,8,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.935,2.814,7.917,-3.78,Fragrances
850,184.31,5.585,1,5,1,0,2,0,0,0,0,0,60.6,33.3,0,6.1,0,1,1,0,0,0,0,0,45.736,0,0,0,0,0,0,2.739,151,625,5.065,1.687,7.844,0,1.609,1.445,0.385,1.04,3.089,3.272,-2.349,2.0271,46.149,-1.318,-1.222,5.256,65.314,-0.755,127.881,9.623,2.864,-0.898,-3.113,-0.93,-1.224,3.377,-1.508,3.205,7.431,5.131,8.329,3.558,3.154,3.525,3.195,4.47,8.825,11,0,0,0,0,0,38.351,0,29.525,8.825,26.567,0,0,2.443,5.458,5.682,3.509,29.314,11.599,-1.629,-2,0,0.286,5,1,0,0,0,1,0,0,0,2,2,3,0,1,0,8.913,-0.02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,8,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.657,3.198,10.227,-3.58,Fragrances
851,140.23,8.249,6,1,0,2,0,0,0,0,1,0,47.1,35.3,11.8,0,0,1,1,0,0,0,0,0,26.324,0,0,0,0,0,0,1.414,46,247,2.064,0.662,7.67,0,0,0.427,0.582,1.894,1.265,2.833,-1.018,2.2973,19.673,-0.963,-0.774,4.611,37.216,-1.195,82.667,8.9209,2.569,-1.371,-0.89,-0.948,-0.592,3.914,-0.832,3.602,4.871,4.359,3.647,1.686,3.547,3.437,2.939,4.081,16.016,20.852,1.122,0,0,0,32.22,37.989,0,36.098,34.11,41.045,0,0,2.95,5.9,6.357,1.926,32.053,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,2.016,0,0,0,8.164,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0.892,0.796,-1.59,Fragrances
852,114.16,6.342,2,3,2,0,2,0,0,0,0,0,55.6,33.3,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.828,40,68,3.092,1.924,7.086,0,0,0.125,0.897,2.887,2.29,2.595,NA,3.2925,17.676,NA,NA,2.429,17.676,NA,28,7,NA,NA,NA,NA,-1.224,3.534,NA,3.345,7.495,5.103,3.968,1.801,4.764,3.214,2.795,7.352,17.65,0,0,0,0,0,0,32.986,0,15.336,17.65,22.719,0,0,1.277,5.11,5.319,4.628,30.77,0,0,0,0,1.277,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0.68,-0.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0.826,0.682,-1.78,Fragrances
853,96.14,6.409,5,1,0,0,1,0,0,0,0,0,53.3,40,0,6.7,0,1,1,0,0,0,0,16.067,0,0,0,0,0,0,0,1.225,23,118,1.273,0.611,7.223,2.398,0,0.172,0.655,2.172,1.224,2.365,-0.691,2.14,12.647,-0.634,-1.263,3.762,22.877,-0.681,44.667,7.1479,2.108,-0.486,-0.348,-0.452,-0.788,3.633,-0.747,3.48,4.948,4.058,3.509,1.544,3.354,3.113,2.26,3.973,8.825,9.507,17.22,0,0,0,0,47.501,0,7.983,39.517,30.312,0,0,0,0,4.456,1.471,28.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0.993,0,1.056,0,0,0,0,0,4.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889,1.746,3.049,-2.19,Fragrances
854,113.2,8.086,5,0,0,1,0,0,0,0,1,0,50,35.7,7.1,0,0,1,1,0,0,0,0,15.767,0,0,0,0,0,0,0,1,12,117,1.197,0.539,7.378,2.398,0,0.493,0.706,2.393,1.251,2.427,-0.282,2.2572,12.047,NA,-0.262,3.714,22.473,NA,46.083,7.4192,2.234,-0.572,-0.596,-1.14,-0.188,4.15,-0.32,3.729,4.755,3.942,3.295,1.515,2.643,3.025,2.769,3.861,17.65,2.757,11.771,0,0,0,31.278,28.986,0,34.964,25.299,48.928,0,0,0,0,4.529,4.412,29.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2.278,0,0,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319,0.829,0.687,-1.87,Fragrances
855,128.19,6.104,2,4,2,0,2,0,0,0,0,0,57.1,33.3,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.828,58,110,5.13,1.847,6.876,0,0,0.199,0.667,1.787,1.772,2.739,-0.665,2.8766,25.412,-0.942,-0.691,3.056,25.412,-0.942,36,8,NA,NA,-0.784,-1.018,-1.224,3.388,-0.679,3.197,7.431,4.666,4.927,2.033,3.155,3.34,2.919,4.521,19.708,11,0,0,0,0,0,50.921,0,12.26,38.661,32.847,0,0,2.491,5.928,5.105,3.26,26.59,11.856,0,0,0,0.473,0,0,0,0,1,0,2,0,0,5,2,0,0,1,0,1.362,-0.181,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.621,1.612,2.599,-2.77,Fragrances
856,100.13,6.675,2,4,2,0,2,0,0,0,0,0,53.3,33.3,0,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.236,28,56,4.854,1.177,6.142,0,0,0.096,0.666,1.73,1.567,2.514,-0.702,2.4475,16.625,NA,-0.54,2.667,16.625,NA,21,6,NA,NA,NA,NA,-1.224,3.129,-0.629,2.97,7.438,4.443,3.155,1.462,4.311,3.248,2.67,7.449,0,0,0,0,0,0,0,30.452,0,7.604,22.848,7.604,0,0,1.277,5.11,4.479,4.602,0,0,0,0,0,1.277,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.141,0.02,-1.45,Fragrances
857,98,12.25,1,0,1,0,4,0,0,0,1,0,37.5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.449,12,16,1.094,5.444,6.24,0,0,0,1.553,0,1.189,2.121,-0.075,3.0237,6.608,NA,-0.075,1.6,6.608,NA,10,4,NA,NA,NA,NA,-1.665,4.469,-0.011,3.823,7.529,4.06,2.823,1.123,48.34,1.971,1.971,6.51,0,0,0,111.396,0,0,0,0,0,0,0,0,0,0,0,0,4,0,32.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.251,-1.577,2.486,0.56,Fragrances
858,148.25,7.06,1,5,1,0,2,0,0,0,1,0,57.1,28.6,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.828,63,108,6.103,1.758,6.911,0,0,0.411,0.693,1.907,2.049,2.728,-0.6,2.9548,25.021,-1.211,-0.691,3,25.021,-1.211,36,8,NA,NA,-1.141,-0.826,-1.101,3.626,-0.598,3.154,7.431,4.597,5.639,2.48,2.536,3.469,3.098,4.468,16.016,11,0,0,0,0,32.22,31.234,0,47.437,16.016,43.579,0,0,2.95,11.358,5.301,3.773,27.017,11.599,0,0,0,2.443,0,0,0,0,1,2,0,0,0,7,2,3,0,1,0,1.89,-0.091,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.886,1.099,1.208,-2.56,Fragrances
859,130.21,5.661,1,4,1,0,2,0,0,0,0,0,60.9,30.4,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,55,104,4.327,1.852,7.038,0,0,0.259,0.726,2.027,2.404,2.811,-1.201,3.0608,23.929,-1.662,-0.751,2.889,23.929,-1.662,36,8,NA,NA,-0.871,-1.159,-1.224,3.363,-0.714,3.097,7.435,4.756,5.628,2.213,3.503,3.375,2.901,4.475,26.476,11,0,0,0,0,0,40.794,0,14.318,26.476,29.01,0,0,2.443,5.458,5.21,2.837,26.943,11.599,0,0,0,0.286,0,0,0,0,0,1,0,0,0,2,3,1,0,1,0,1.624,-0.185,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.981,1.669,2.786,-2.86,Fragrances
860,128.21,8.013,5,2,0,0,1,0,0,0,1,0,50,37.5,0,6.3,0,1,1,0,0,0,0,19.876,0,0,0,0,0,0,0,1.581,38,168,2.182,0.613,7.353,2.398,0,0.444,0.549,1.667,1.148,2.516,-0.575,2.0584,17.32,-0.637,-0.535,3.964,28.34,-0.702,53.567,7.3192,2.341,-0.469,-0.786,-0.555,-0.592,3.751,-0.569,3.499,4.947,4.056,3.771,1.858,3.375,3.618,2.58,3.961,7.19,9.507,17.22,0,0,0,32.22,44.231,0,38.568,37.882,51.172,0,0,3.272,6.545,5.866,3.494,29.151,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,1,0,0.979,0,1.053,0,0,0,0,0,5.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889,1.774,3.147,-2.19,Fragrances
861,158.27,5.458,1,6,1,0,2,0,0,0,0,0,62.1,31,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.317,109,192,6.143,2.339,7.283,0,0,0.733,0.649,1.744,2.741,3.029,NA,3.149,36.294,-1.552,-0.971,3.491,36.294,-1.552,55,10,NA,NA,-1.072,-1.657,-1.224,3.342,-1.012,3.151,7.477,4.99,7.099,2.969,5.668,3.439,3.203,6.351,17.65,0,0,0,0,0,0,31.233,0,13.583,17.65,30.323,0,0.91,2.341,4.682,5.44,1.893,27.328,11.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4.752,-0.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.651,2.97,8.82,-3.41,Fragrances
