No.,MW,AMW,nBM,RBN,nDB,nF,nX,C%,N%,O%,nCIC,nCIR,Rbrid,NRS,nBnz,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr06,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr10,D/Dtr11,D/Dtr12,CENT,ICR,Wap,PHI,MAXDN,LOC,MWC07,SRW05,Vindex,Yindex,IC2,CIC1,VE3sign_A,EE_D,VE3sign_D,VE3sign_X,EE_Dt,VE3sign_Dt,H_D/Dt,Chi_D/Dt,J_D/Dt,VE1_D/Dt,VE3sign_D/Dt,SM1_Dz(p),SpMax_B(m),SpMax_B(p),SpMax_B(s),ATS5s,ATSC1m,ATSC1p,ATSC1s,GATS7s,GATS8s,SpMax2_Bh(p),SpMax2_Bh(s),P_VSA_LogP_1,P_VSA_LogP_5,P_VSA_LogP_6,P_VSA_MR_3,P_VSA_MR_4,P_VSA_MR_7,P_VSA_v_4,P_VSA_e_4,P_VSA_i_1,P_VSA_s_1,P_VSA_s_3,P_VSA_s_4,P_VSA_ppp_L,P_VSA_ppp_P,P_VSA_ppp_N,SpMax_EA(dm),SpDiam_AEA(dm),SM15_EA(ed),SM13_EA(dm),SM06_AEA(dm),SM09_AEA(dm),Eig02_EA(dm),nCrs,nCrt,nCconj,nROR,C-005,C-006,C-016,C-025,C-026,H-048,H-051,H-052,H-053,O-060,SdCH2,SssCH2,SdssC,SaasC,SdNH,SsssN,SdsN,SaaN,SaaNH,SaaO,SddssS,NssssC,CATS2D_04_DD,CATS2D_05_DD,CATS2D_08_DD,CATS2D_02_DL,CATS2D_02_AA,CATS2D_09_AA,CATS2D_05_AP,CATS2D_01_AN,CATS2D_02_AL,CATS2D_09_PL,CATS2D_01_LL,CATS2D_03_LL,CATS2D_09_LL,T(N..P),T(N..F),T(N..Cl),T(N..Br),T(O..Cl),T(O..Br),T(S..S),T(S..F),T(S..Cl),T(P..Cl),T(F..Cl),T(Cl..Cl),F02[N-N],F03[C-Cl],F04[C-S],F04[N-O],F04[O-S],F05[O-S],F07[C-Cl],F07[N-O],F08[C-Cl],F08[C-Br],F10[C-S],F10[O-O],MLOGP2,ALOGP,ALOGP2,Class
728,156.25,5.787,2,4,2,0,0,33.3,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1.981,178,4.795,1.874,1.859,7.518,0,0.726,2.055,3.458,2.319,-1.285,33.54,-1.257,-0.898,33.54,-1.257,55,1,10,NA,NA,-1.224,3.546,3.403,7.433,4.764,6.499,2.712,4.675,0.195,0.101,3.518,4.517,35.301,14.185,0,0,0,9.476,0,0,0,0,14.969,44.777,47.963,0,0,1.674,5.245,30.939,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,1,0,1,0,0.504,0.465,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.152,2.759,7.613,Fragrances
729,172.25,6.152,2,7,2,0,0,32.1,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,2.292,252,6.587,1.932,2.252,7.37,0,0.614,1.614,3.825,2.5,-1.716,43.699,-1.409,NA,43.699,-1.409,66,1,11,NA,NA,-1.526,3.412,3.199,7.434,5.177,6.607,2.775,4.229,1.32,0.659,3.494,7.425,17.65,11,0,0,0,0,0,0,0,0,27.055,17.65,27.789,0,0,2.443,5.289,27.333,11.803,0,0,2.178,0,0,0,0,0,1,0,0,0,0,7,2,0,1,0,2.906,-0.235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.056,1.156,1.335,Fragrances
730,116.08,9.673,3,2,3,0,0,33.3,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1.5,74,2.693,2.924,1.5,6.815,0,0.755,2.125,2.585,1,NA,19.111,NA,NA,19.111,NA,28,1,7,NA,NA,-1.758,3.519,3.326,7.485,5.167,1.564,0.949,40.913,0,0,2.843,7.469,0,0,0,0,0,18.952,0,0,0,0,1.82,18.952,18.952,0,1.82,1.437,5.197,25.715,0,0,0,1.437,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,-2.514,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,-0.012,0,Fragrances
731,98.16,5.774,2,2,2,0,0,35.3,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1.557,50,3.3,1.135,1.557,6.538,0,0.826,2.46,3.41,1.529,-0.467,14.864,-0.86,-0.494,14.864,-0.86,21,1,6,NA,NA,-0.788,3.385,3.32,7.437,4.043,3.85,1.728,3.96,0,0,3.147,4.371,17.65,3.186,0,0,0,20.9,0,0,0,0,5.72,38.551,32.847,0,0,0,4.515,26.511,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0.949,0.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.781,1.82,3.312,Fragrances
732,178.25,6.602,7,5,1,0,0,40.7,0,7.4,1,1,0,1,1,0,0,0,45.998,0,0,0,0,0,0,153,2.295,649,4.201,1.868,2.123,7.778,0,0.359,0.938,3.676,1.917,-1.468,48.27,-1.171,-1.222,67.431,-0.856,127.257,1.472,9.5701,2.862,-0.834,-1.224,3.555,3.553,7.435,4.697,6.02,2.811,3.411,0.803,2.302,3.423,4.754,8.825,14.185,0,0,0,0,0,0,0,0,20.038,56.206,64.461,0,0,2.443,5.627,29.12,11.599,-1.924,0,0.286,0,0,0,0,0,1,0,1,0,0,3,2,0,1,0,2.377,-0.201,1.287,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.169,2.382,5.674,Fragrances
733,158.27,5.458,1,5,1,0,0,31,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1.936,186,5.133,1.759,1.859,7.427,0,0.673,1.824,3.099,2.864,-1.243,34.945,-1.203,-0.898,34.945,-1.203,55,1,10,NA,NA,-1.224,3.435,3.216,7.431,4.571,7.157,2.902,4.766,1.995,0.234,3.519,4.469,35.301,11,0,0,0,0,0,0,0,0,14.318,35.301,37.835,0,0,2.443,5.418,30.05,11.599,0,0,0.286,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,1.521,-0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.651,2.731,7.458,Fragrances
734,48.1,12.025,1,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.289,0.083,0,1.099,0,0,0,1,0.5,NA,1.408,NA,NA,1.408,NA,1,1,1,1.414,NA,-0.188,3.609,2.735,5.357,0,0.579,0.22,6.465,0,0,0.999,2.778,0,0,0,0,0,0,0,0,44.982,0,0,0,0,29.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.853,NA,NA,Fragrances
735,270.41,6.009,2,0,2,0,0,33.3,0,8.9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,93,0.9,2943,9.564,1.847,0.565,8.027,0,0.345,0.907,2.765,3.572,NA,84.181,NA,NA,226.215,NA,760.462,2.51,23.8403,3.946,NA,-1.758,3.404,3.141,7.433,5.72,11.147,4.735,2.686,0.855,1.224,3.578,7.43,0,22,0,0,0,0,0,0,0,0,51.447,0,27.88,0,0,2.443,5.631,27.781,12.293,-0.771,-1.396,2.443,11,0,0,0,0,2,0,0,0,0,4,0,0,2,0,11.495,-0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.364,4.016,16.131,Fragrances
736,224.38,5.609,3,8,3,0,0,35,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,2.733,586,8.834,1.768,2.649,7.774,0,0.555,1.411,3.833,2.84,-0.682,76.054,-3.194,-0.509,76.054,-3.194,120,1,15,NA,NA,-1.224,3.418,3.347,7.431,5.221,9.69,4.195,5.661,1.831,0.719,3.551,4.567,35.301,17.371,0,0,0,18.952,0,0,0,0,28.293,54.253,70.763,0,0,2.454,5.273,27.821,11.656,-1.323,-1.953,0.828,0,0,0,0,0,1,2,0,0,0,2,0,0,1,0,3.885,2.528,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,10,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.848,4.436,19.681,Fragrances
737,192.28,6.409,7,5,1,0,0,40,0,6.7,1,1,0,1,1,0,0,0,50.188,0,0,0,0,0,0,200,2.306,728,4.342,1.897,2.108,8.026,0,0.386,1.051,3.578,2.109,-1.608,52.028,-1.133,-0.869,71.739,-0.869,143.924,1.439,10.0752,2.906,-0.919,-1.224,3.667,3.603,7.432,4.941,6.864,3.158,4.623,2.086,0.212,3.603,4.738,17.65,14.185,0,0,0,0,0,0,0,0,17.504,65.032,70.752,0,0,1.674,5.658,32.164,0,-1.667,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,1,0,1.421,-0.23,0.622,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.411,3.266,10.666,Fragrances
738,134.22,7.457,1,3,1,0,0,27.8,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1.561,70,3.92,1.921,1.5,7.013,0,0.849,2.61,3.197,1.696,-1.573,18.181,-0.782,NA,18.181,-0.782,28,1,7,NA,NA,-1.101,3.636,3.273,7.431,4.041,4.949,2.064,5.163,0,0,3.24,4.493,17.65,11,0,0,0,0,0,0,38.564,0,11.784,17.65,17.65,0,0,2.668,5.277,30.026,12.741,0,0,0.841,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0.434,-0.254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.991,1.26,1.588,Fragrances
739,88.17,4.898,0,2,0,0,0,27.8,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.459,31,3.142,1.17,1.459,6.275,0,0.955,3.135,3.086,2.225,-0.541,10.742,NA,-0.91,10.742,NA,15,1,5,NA,NA,-0.788,3.041,2.993,6.267,3.714,4.358,1.708,3.988,0,0,2.995,4.181,17.65,0,0,42.683,0,0,0,0,0,0,2.535,17.65,20.185,0,0,0,3.931,25.981,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.463,1.29,1.664,Fragrances
740,130.21,5.661,1,4,1,0,0,30.4,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1.891,104,4.327,1.774,1.837,7.038,0,0.726,2.027,3.022,2.524,-1.201,23.929,-1.662,-0.751,23.929,-1.662,36,1,8,NA,NA,-1.224,3.372,3.11,7.431,4.267,5.628,2.213,3.56,0.127,0,3.392,4.477,26.476,11,0,0,0,0,0,0,0,0,14.318,26.476,29.01,0,0,2.443,5.109,26.943,11.599,0,0,0.286,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,1.027,-0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.981,1.88,3.534,Fragrances
741,282.36,7.24,14,6,2,0,0,46.2,0,7.7,2,2,0,2,2,0,0,0,153.144,0,0,0,0,0,0,593,2.743,3653,5.442,1.974,1.142,8.743,0,0.271,0.738,4.202,2.134,-2.763,103.118,-2.601,-2.074,154.36,-1.647,363.646,1.625,11.9167,3.798,-2.161,-1.526,3.765,3.695,7.431,5.626,7.838,3.903,5.224,1.47,0.846,3.837,4.912,19.708,38.858,0,0,0,18.952,0,0,0,0,26.584,114.471,112.493,0,0,2.491,5.746,33.422,11.856,-0.506,-1,0.86,0,0,2,0,1,0,2,2,2,0,2,0,0,2,0,0.237,-0.307,2.905,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,13,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.859,4.234,17.93,Fragrances
742,172.3,5.384,1,6,1,0,0,31.3,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,2.189,240,5.151,1.805,2.117,7.594,0,0.652,1.743,3.499,2.643,-0.296,41.371,-1.487,-0.291,41.371,-1.487,66,1,11,NA,NA,-1.224,3.294,3.216,7.436,5.01,7.854,3.311,9.476,1.614,0.486,3.517,6.448,26.476,0,0,42.683,0,11.424,0,0,0,0,10.138,37.9,36.614,0,0,1.277,5.216,34.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,3.489,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.492,1.918,3.678,Fragrances
743,118.22,6.954,1,3,1,0,0,29.4,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1.557,52,4.207,1.38,1.557,6.418,0,0.758,2.107,3.293,1.954,-0.421,15.405,-0.779,-0.494,15.405,-0.779,21,1,6,NA,NA,-0.592,3.622,3.176,7.428,3.726,4.693,2.108,2.118,0,0,3.217,4.055,16.016,0,0,0,0,0,0,0,32.22,0,40.787,16.016,43.579,0,0,2.95,5.214,24.618,10.114,0,0,2.178,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,1.691,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.133,0.485,0.236,Fragrances
744,116.18,5.809,1,3,1,0,0,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1.5,68,3.451,1.785,1.5,7.086,0,0.897,2.887,3.209,2.251,NA,17.676,NA,NA,17.676,NA,28,1,7,NA,NA,-1.224,3.432,3.219,7.431,4.234,4.856,1.867,3.432,0,0,3.047,4.507,28.533,11,0,0,0,0,0,0,0,0,9.726,28.533,20.185,0,0,2.443,5.251,30.77,11.599,0,0,0.286,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.854,-0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.886,1.607,2.581,Fragrances
745,126.17,6.641,2,0,2,0,0,36.8,0,10.5,1,1,0,1,0,0,0,22.367,0,0,0,0,0,0,0,34,0.991,220,1.397,1.845,0.872,8.051,2.398,0.671,2.382,2.8,2.169,NA,18.368,NA,NA,32.332,NA,71.917,1.938,8.7209,2.959,-0.674,-1.224,3.671,3.538,7.495,4.111,4.192,2.058,5.117,0,0,3.123,7.351,17.65,0,0,0,0,0,0,0,0,0,12.801,17.65,20.185,0,0,1.277,5.71,34.415,0,0,0,1.277,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0.748,-0.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172,0.923,0.852,Fragrances
746,399.48,7.833,24,6,0,0,0,47.1,5.9,5.9,4,4,0,4,3,0,0,0,398.555,0,0,0,0,0,0,1500,2.722,19461,5.917,1.079,0.828,9.382,0,0.194,0.548,3.102,2.806,-2.91,177.043,NA,-4.346,287.885,NA,843.959,1.905,12.5708,NA,NA,-1.856,3.921,3.804,5.074,5.712,9.182,4.581,7.163,0.876,1.156,3.812,4.851,32.649,65.27,0,0,0,50.357,0,0,0,0,32.271,146.364,123.272,0,0,0.86,5.088,34.679,0,1,0.484,0.86,0,0,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,6.724,0,0,0,14.147,0,0,0,0,0,0,0,0,3,0,0,0,12,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18.402,4.756,22.624,Fragrances
747,204.29,6.59,8,5,2,0,0,41.9,0,6.5,1,1,0,1,1,0,0,0,55.937,0,0,0,0,0,0,222,2.473,913,4.786,1.826,2.288,8.019,0,0.34,0.881,3.732,1.993,-1.402,62.559,-2.067,-1.357,83.07,-0.797,157.146,1.376,10.3197,3.071,-0.798,-1.224,3.593,3.587,7.431,4.722,6.859,3.215,4.844,0.787,1.581,3.557,4.792,17.65,14.185,0,0,0,18.952,0,0,0,0,14.969,83.984,87.17,0,0,2.454,5.778,30.374,11.656,-1.414,-2,0.828,0,0,2,0,0,1,2,1,0,0,1,0,0,1,0,0.339,-0.16,1.109,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,10,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.888,3.202,10.252,Fragrances
748,162.2,7.373,8,3,2,0,0,45.5,0,9.1,1,1,0,1,1,0,0,0,39.554,0,0,0,0,0,0,116,2.292,536,3.238,1.246,1.758,7.879,0,0.419,1.16,3.607,1.564,-2.034,39.422,-1.137,NA,56.836,-1.457,119.067,1.597,9.5792,3.387,-1.492,-1.224,3.664,3.635,7.438,4.568,4.219,2.154,3.361,2.497,0.644,3.382,4.876,10.883,19.429,0,0,0,30.377,0,0,0,0,8.429,79.165,60.043,0,0,0.86,4.869,29.975,0,-2,0,0,0,0,3,0,1,0,2,1,1,0,0,0,0,1,0,0,0,1.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.084,1.933,3.737,Fragrances
749,184.31,5.585,2,7,2,0,0,33.3,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,2.507,326,7.613,1.75,2.47,7.449,0,0.576,1.473,3.467,2.684,-0.558,52.132,-1.168,-0.52,52.132,-1.168,78,1,12,NA,NA,-1.224,3.393,3.184,7.431,5.059,8.043,3.392,4.5,0.767,1.1,3.58,4.516,26.476,11,0,0,0,18.952,0,0,0,0,19.387,45.428,53.032,0,0,2.443,5.226,28.163,11.599,-1.932,0,0.286,0,0,0,0,0,1,2,0,0,0,2,2,0,1,0,2.914,-0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.206,3.192,10.192,Fragrances
750,114.21,5.191,1,4,1,0,0,31.8,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,84,6.451,1.222,2,6.385,0,0.617,1.574,3.516,2.002,NA,21.836,NA,NA,21.836,NA,28,1,7,NA,NA,-0.788,3.115,3.101,6.266,4.012,5.328,2.223,4.054,1.411,2.719,3.325,4.398,8.825,0,0,42.683,0,18.952,0,0,0,0,7.604,27.778,35.381,0,0,0,3.782,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,3.419,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.223,1.895,3.59,Fragrances
751,144.24,5.548,1,4,1,0,0,30.8,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1.895,130,4.29,1.752,1.761,7.456,0,0.803,2.404,2.892,2.769,-0.707,26.957,-1.501,-0.525,26.957,-1.501,45,1,9,NA,NA,-1.224,3.462,3.246,7.431,4.815,6.395,2.558,4.897,0.085,0,3.405,4.512,35.301,11,0,0,0,0,0,0,0,0,9.726,35.301,37.835,0,0,2.443,5.278,31.176,11.599,0,0,0.286,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0.853,-0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.244,2.333,5.443,Fragrances
752,192.23,7.393,7,4,1,0,0,42.3,0,11.5,2,2,0,2,1,26.252,0,0,45.407,0,0,0,0,0,0,184,2.271,1319,2.616,1.929,1.489,8.643,3.932,0.327,0.931,3.657,1.726,-3.583,48.938,-1.519,-2.143,76.269,-0.85,159.924,1.748,8.7405,2.938,-1.459,-1.526,3.728,3.638,7.431,4.927,5.307,2.692,5.576,1.497,0.725,3.501,4.845,8.825,14.185,0,11,0,0,0,0,0,0,14.969,56.206,59.392,0,0,2.514,6.003,36.344,11.972,-1.551,-2,1.191,2,0,0,1,0,1,0,1,0,0,0,3,0,1,0,0.403,-0.263,1.033,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.102,1.779,3.166,Fragrances
753,220.29,6.884,8,7,2,0,0,40.6,0,9.4,1,1,0,1,1,0,0,0,60.63,0,0,0,0,0,0,278,2.531,1034,5.446,2.097,2.453,8.101,0,0.352,0.93,3.903,2.04,-1.712,68.663,-2.044,-1.039,89.635,-0.798,174.257,1.346,10.7663,3.179,-0.837,-1.526,3.57,3.559,7.442,5.18,6.822,3.321,5.234,1.434,1.069,3.541,7.413,8.825,14.185,0,0,0,0,0,0,0,0,27.706,56.206,66.996,0,0,2.567,5.825,29.75,12.323,-1.226,-1.944,2.115,0,0,0,0,0,1,0,1,0,0,4,3,0,1,0,1.285,-0.497,1.111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33,2.296,5.273,Fragrances
754,142.19,9.479,6,2,1,0,0,40,0,13.3,1,1,0,1,0,0,0,23.476,0,0,0,0,0,0,0,52,1.53,212,2.086,1.694,1.539,7.681,2.398,0.561,1.793,3.457,0.767,-1.493,20.413,-0.947,-1.4,32.165,-0.58,64.067,1.706,7.6767,2.542,-0.516,-1.101,3.909,3.592,7.427,3.81,2.205,1.613,2.353,0,0,3.289,5.048,7.19,9.507,17.22,0,0,0,0,0,32.22,0,41.167,37.882,51.172,0,0,3.973,6.413,32.099,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,-0.028,0.419,0,0,0,0,0,4.816,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.054,1.639,2.686,Fragrances
755,162.2,7.373,8,3,2,0,0,45.5,0,9.1,1,1,0,1,1,0,0,0,39.554,0,0,0,0,0,0,132,1.959,536,3.238,1.258,1.758,7.962,0,0.466,1.384,3.698,1.564,-2.046,36.454,-0.802,NA,59.358,-1.496,125.905,1.702,10.209,2.757,-1.231,-1.224,3.69,3.653,7.438,4.694,4.219,2.154,3.363,1.928,5.152,3.377,4.875,10.883,19.429,0,0,0,30.377,0,0,0,0,8.429,79.165,60.043,0,0,0.86,5.04,32.921,0,-2,0,0,0,0,3,0,1,0,2,1,1,0,0,0,0,1,0,0,0,1.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.084,1.933,3.737,Fragrances
756,158.27,5.458,1,7,1,0,0,31,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,2.3,212,7.484,1.833,2.3,7.029,0,0.555,1.389,3.152,2.989,-0.755,39.992,-1.364,-0.898,39.992,-1.364,55,1,10,NA,NA,-1.224,3.347,3.046,7.435,4.652,7.157,2.902,3.028,1.225,1.65,3.382,4.455,17.65,11,0,0,0,0,0,0,0,0,24.456,17.65,30.323,0,0,2.443,5.463,24.647,11.599,0,0,0.286,0,0,0,0,0,1,0,0,0,0,3,2,0,1,0,6.602,-0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.651,2.718,7.39,Fragrances
757,186.28,6.009,2,8,2,0,0,32.3,0,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,2.507,326,7.554,1.997,2.47,7.435,0,0.575,1.474,3.938,2.173,-1.778,52.105,-2.366,-1.199,52.105,-2.366,78,1,12,NA,NA,-1.526,3.39,3.105,7.431,5.024,7.57,3.001,5.964,0.884,2.766,3.461,4.762,17.65,11,0,11,0,9.476,0,0,0,0,23.503,27.127,45.428,0,0,2.522,5.346,27.164,12.014,-1.931,0,1.025,0,0,0,1,0,3,1,0,0,0,0,2,0,1,3.434,1.878,-0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.019,2.168,4.702,Fragrances
758,154.28,5.32,1,2,1,0,0,34.5,0,3.4,1,1,0,1,0,0,0,0,34.943,0,0,0,0,0,0,95,1.79,397,3.104,1.148,1.455,8.012,0,0.535,1.707,3.358,2.933,-0.957,28.531,-1.154,-0.921,48.799,-0.842,109.933,1.765,9.7062,2.747,-1.342,-0.788,3.467,3.381,7.424,5.036,7.196,3.251,3.518,0.041,0,3.453,4.275,17.65,0,0,0,0,0,0,0,0,0,17.806,17.65,30.323,0,0,2.178,5.667,33.917,10.114,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,5.533,0.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.558,2.801,7.846,Fragrances
