No.,MW,AMW,nBM,nDB,nN,nS,nF,nCL,nHM,C%,N%,O%,X%,nCIC,nCIR,Rbrid,nR05,nR09,nR10,D/Dtr03,D/Dtr04,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr11,D/Dtr12,BLI,CENT,ICR,Wap,MAXDN,LOC,X5v,Yindex,IC1,CIC1,CIC5,Chi_D/Dt,J_D/Dt,J_Dz(Z),SpPosA_Dz(e),SM1_Dz(e),ChiA_Dz(p),SpMax_B(m),SpMax_B(s),ATSC1m,ATSC1p,GATS7m,GATS8m,GATS6e,GATS7p,GATS7s,GATS8s,SpMax2_Bh(m),P_VSA_LogP_1,P_VSA_LogP_6,P_VSA_LogP_8,P_VSA_MR_8,P_VSA_v_3,P_VSA_v_4,P_VSA_s_1,SpDiam_EA(bo),SpMax_AEA(dm),SM13_EA(dm),SM09_AEA(dm),Eig02_EA(dm),nCq,nCrs,nCrt,nR=Cs,nR=Ct,nRCOOR,nArOH,nOHs,nROR,nArOR,nArX,C-005,C-006,C-011,C-019,C-026,C-028,C-034,H-046,H-048,H-049,H-051,H-052,H-053,O-060,O-061,N-075,F-083,SdCH2,SssCH2,StCH,StsC,SdssC,SaasC,SaaaC,SdNH,SsssN,StN,SaaNH,SaaO,SdsssP,SdS,SssS,SddssS,SsBr,NssssC,NsNH2,NdsN,CATS2D_04_DD,CATS2D_05_DD,CATS2D_07_DD,CATS2D_02_DA,CATS2D_04_DA,CATS2D_07_DA,CATS2D_01_DN,CATS2D_02_DL,CATS2D_01_AA,CATS2D_02_AA,CATS2D_03_AA,CATS2D_04_AA,CATS2D_05_AA,CATS2D_06_AA,CATS2D_07_AA,CATS2D_09_AA,CATS2D_05_AN,CATS2D_01_AL,CATS2D_02_AL,CATS2D_03_AL,CATS2D_06_AL,CATS2D_03_PL,CATS2D_05_PL,CATS2D_06_PL,CATS2D_08_PL,CATS2D_03_NL,CATS2D_06_NL,CATS2D_09_NL,CATS2D_03_LL,CATS2D_08_LL,T(N..S),T(N..P),T(N..Cl),T(N..Br),T(N..I),T(O..F),T(O..Cl),T(O..Br),T(S..S),T(S..P),T(S..Cl),T(S..Br),T(P..F),T(P..Cl),T(P..Br),T(F..Cl),T(F..Br),T(F..I),T(Cl..Cl),T(Cl..Br),T(Cl..I),T(Br..Br),F02[C-P],F02[C-Si],F02[N-N],F02[N-S],F02[O-S],F03[C-Si],F03[C-X],F03[N-O],F03[O-F],F03[O-X],F03[Cl-Cl],F04[N-N],F04[N-O],F04[O-O],F04[O-S],F04[O-Cl],F05[N-N],F05[N-F],F05[O-S],F05[O-F],F05[O-Cl],F06[C-X],F06[N-F],F06[O-F],F06[O-Cl],F07[N-N],F07[N-O],F07[O-S],F07[O-F],F08[C-S],F08[C-Cl],F08[N-N],F08[O-F],F09[O-O],F09[O-F],F09[O-X],F10[N-N],F10[N-O],F10[O-O],MLOGP2,ALOGP2,BLTF96,Class,Label
6967,501.68,6.689,14,2,1,0,0,0,0,37.3,1.3,9.3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.99,2888,3.365,11883,2.326,1.618,2.607,0.648,3.269,2.959,0.69,1.294,15.9555,2.2356,6.304,1.052,0.003,3.735,7.437,17.425,7.515,1.166,1.118,1.15,0.961,1.764,1.291,3.835,50.3,6.763,0,0,178.302,0,0,6.913,3.84,11.952,0.54,2.202,0,0,0,0,0,1,0,0,1,2,0,3,3,0,0,2,0,0,10,0,0,0,2,2,4,0,0,0,0,3.109,0,0,-1.165,3.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,1,1,4,0,1,2,0,0,5,8,16,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,8.591,27.304,-3.88,Pharmaceuticals,7
5579,199.7,7.396,6,0,1,0,0,1,1,37,3.7,3.7,3.7,1,1,0,0,0,0,0,0,0,0,0,0,0,1.111,156,2.2,570,1.833,1.911,0.732,1.344,3.167,1.588,0.546,1.509,9.8068,2.7992,2.666,0.466,0.027,3.628,6.272,6.049,2.568,1.235,1.806,0.684,0.937,0.518,0.743,3.746,8.825,23.542,0,39.149,100.961,0,0,6.561,3.274,0,0,0.765,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0.352,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.826,2.794,-3.05,Pharmaceuticals,7
6245,322.39,7.676,17,1,2,0,0,0,0,45.2,4.8,7.1,0,4,5,1,1,1,0,0,0,0,0,100.252,0,0,0.908,700,2.924,15460,1.954,0.382,2.242,0.489,3.259,2.133,0.667,2.179,11.7686,1.5314,4.255,0.701,0.007,3.964,7.433,8.077,3.96,0.951,0.732,1.098,1.132,0.633,0.569,3.837,0,11.599,0,0,116.739,0,0,7.49,3.787,10.263,-0.83,0.655,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,1,4,0,2,0,1,0,0,3.051,0,0,-0.287,1.578,1.89,0,1.756,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,2,0,0,0,8,10,3,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6.989,14.995,-3.64,Pharmaceuticals,7
6248,224.28,7.734,13,1,2,0,0,0,0,48.3,6.9,3.4,0,3,6,2,0,0,0,0,0,29.045,0,0,96.251,0,0.872,219,1.784,5671,1.946,0.604,1.559,1.09,2.97,1.888,0.069,4.31,20.4737,2.3987,2.386,0.42,0.023,3.86,7.427,5.377,2.432,1.005,0.358,1.423,0.786,1.065,0.069,3.67,0,0,0,0,92.828,0,0,7.183,3.824,9.481,-1.69,0.693,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164,3.728,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.534,2.258,-2.99,Pharmaceuticals,7
5086,318.9,7.972,12,0,2,1,0,1,2,42.5,5,0,2.5,3,6,2,0,0,2,0,0,0,0,0,0,0,1.078,543,2.136,8629,0.959,1.292,3.129,0.936,3.114,2.208,0.607,3.193,18.3617,2.5234,3.121,0.442,0.014,4.143,4.868,8.417,3.845,1.275,1.233,0.821,1.138,1.632,0.958,3.812,25.618,0,39.149,32.22,177.541,0,0,7.17,4.63,0.104,-1,0.8,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0.991,0,0,0,5.73,0,0,4.631,0,0,0,0,0,1.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,7,0,9,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14.197,25.553,-4.59,Pharmaceuticals,7
3607,254.29,9.418,10,4,2,1,0,0,1,37,7.4,14.8,0,2,3,1,0,0,1,0,0,0,0,0,0,0,1.021,196,1.902,2522,4.75,1.011,2.092,1.401,3.838,0.917,0.324,2.725,16.3483,3.7083,2.302,0.847,0.024,4.746,7.715,6.075,2.675,0.684,0.5,1.046,0.711,0.662,0.533,3.729,8.396,0,0,0,64.307,0,5.807,7.849,4.755,0,-1.702,0.4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.85,0.032,0,0,0.688,0,0,0,0,0,0,-3.833,0,0,1,0,1,0,0,1,1,0,0,1,0,3,1,0,2,0,0,0,0,0,0,6,2,0,1,2,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0.029,-0.95,Pharmaceuticals,7
4856,354.33,8.858,16,4,0,0,0,0,0,47.5,0,17.5,0,3,4,1,0,0,1,0,0,0,0,0,0,0,0.815,980,2.749,13857,2.299,1.238,1.671,0.667,3.467,1.855,0.588,2.174,15.2196,2.1485,3.972,1.003,0.008,3.93,7.438,5.418,3.801,1.252,0.881,0.841,0.896,1.134,0.72,3.822,17.65,11.771,0,0,130.845,0,0,7.264,3.745,12.293,-0.708,2.443,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,4,0,0,0,1,0,6,0,0,3,0,0,0,0,0,0,0,-1.282,0.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,3,0,2,2,3,0,0,13,4,7,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4.661,4.557,-3.23,Pharmaceuticals,7
5065,262.75,7.962,12,0,0,0,0,1,1,45.5,0,6.1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0.959,364,2.461,2267,1.582,0.745,1.451,0.999,3.08,1.964,0.773,1.784,11.2999,2.538,2.966,0.532,0.019,3.954,6.316,6.351,3.22,1.531,1.236,0.998,0.95,2.759,1.879,3.842,17.65,0,39.149,0,133.005,0,0,7.097,3.864,0,-1.414,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.762,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14.616,19.291,-4.64,Pharmaceuticals,7
3894,283.82,7.469,12,0,1,0,0,1,1,47.4,2.6,0,2.6,4,10,5,0,0,4,0,0,0,0,0,0,0,1.002,400,1.788,13385,1.152,0.98,3.84,0.991,3.076,2.172,0.283,4.335,19.9422,2.1233,2.831,0.298,0.019,4.02,4.862,7.902,3.621,1.123,1.682,1.202,0.968,1.182,1.846,3.817,8.396,0,39.149,0,137.296,0,0,7.387,4.071,0,-0.983,0.68,1,2,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,3.391,0,0,0,6.723,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.824,16.026,-5.54,Pharmaceuticals,7
3675,618.74,8.361,48,2,8,0,0,0,0,54.1,10.8,0,0,9,24,8,4,0,0,0,0,0,0,0,0,0,0.837,2568,2.585,397976,0.877,0,4.182,0.381,2.837,3.372,1.919,3.199,17.9136,1.5658,4.556,0.743,0.004,4.058,5.001,11.017,5.47,0.873,0.712,1.161,0.991,0.829,0.448,4.021,0,8.577,0,0,269.087,0,0,7.562,3.272,0,1.339,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,9.923,3.511,0,0,0,7.396,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,4,0,0,0,0,0,0,20,4,16,0,0,0,0,0,0,0,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,6.901,69.726,-3.62,Pharmaceuticals,7
5913,399.48,7.398,10,4,1,0,0,0,0,40.7,1.9,11.1,0,4,10,3,1,1,0,0,29.458,117.214,0,72.867,97.572,102.656,0.9,1210,2.438,35303,1.788,1.267,3.756,0.759,3.443,2.312,0.514,3.325,21.277,2.0761,3.892,0.962,0.008,3.991,7.431,11.318,5.461,0.898,0.998,1.152,1.014,0.779,0.992,3.825,52.357,0,0,0,119.933,0,0,7.437,4.066,8.388,0.175,1.495,0,3,2,2,2,0,0,0,1,3,0,4,0,0,1,3,0,0,3,0,0,4,2,0,3,0,0,0,0,1.39,0,0,2.177,3.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,3,1,0,0,3,4,0,0,5,10,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,1.386,1.371,-2.39,Pharmaceuticals,7
4603,239.72,7.991,6,0,1,0,0,1,1,40,3.3,6.7,3.3,3,4,1,0,0,1,0,32.992,0,0,0,0,0,0.999,222,2.281,3336,1,0.5,1.455,0.817,3.238,1.668,0.533,2.773,12.4775,2.0028,2.882,0.61,0.019,3.968,4.962,6.045,2.953,1.688,1.088,1.149,1.199,1.665,1.199,3.709,0,0,39.149,0,91.205,0,0,7.096,3.445,0,-1.901,0.86,0,0,1,0,0,0,0,0,0,2,1,0,4,0,0,3,0,0,2,0,0,0,0,1,2,0,0,0,0,4.456,0,0,0,3.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.347,4.213,-3.16,Pharmaceuticals,7
3794,473.568,7.893,4,4,2,0,0,0,1,30,3.3,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.044,1798,2.942,2914,3.011,2.716,1.535,1.982,3.313,2.593,0.871,1,30,5.9361,5.729,0.614,0.004,3.938,7.611,12.967,8.185,0.97,0.712,0.658,0.907,0.697,0.775,3.779,18.4007847677,10.0758593326,12.8635842248,11.0550745649,107.764315868,1.1048222685,0.8148918999,5.552,3.915,11.877,-0.347,2.341,2,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,-2.534,0,0,-4.024,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,2,7,2,0,4,0,2,2,1,1,4,5,2,0,0,7,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,7,0,1,0,0,0,2.3,13.7689722047,-0.1,Pharmaceuticals,7
3891,237.19,9.883,15,4,3,0,0,0,0,37.5,12.5,20.8,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0.767,276,2.307,2668,3.023,1.453,0.957,1.02,3.185,1.4,0.25,2.47,14.8187,3.0135,2.38,0.973,0.014,4.115,7.823,2.376,1.746,0.741,1.247,0.996,0.955,0.699,1.68,3.696,14.628,0,101.494,0,58.59,0,0,7.864,4.677,20.745,-1.653,0.884,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,4,0,0,0,-0.566,0,0,0,-0.129,0.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,5,6,5,2,0,0,0,2,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.055,0.006,1.02,Pharmaceuticals,7
6533,227.29,6.888,2,2,1,0,0,0,0,33.3,3,12.1,0,2,3,1,1,0,0,0,28.913,50.573,0,0,0,0,0.964,252,1.805,1628,2.477,1.272,1.645,1.507,2.905,2.139,1.061,2.092,11.8537,2.5588,2.738,0.753,0.021,3.877,7.436,7.735,3.248,1.287,0,1.828,1.322,1.046,0,3.507,35.301,0,0,0,47.197,0,0,6.07,4.437,11.79,-1.834,1.907,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,12,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.777,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,2,0,1,0,1,1,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.272,-1.77,Pharmaceuticals,7
4970,218.37,5.747,4,4,0,0,0,0,0,39.5,0,2.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.12,284,2.156,1088,1.16,2.024,1.269,1.243,2.727,2.521,0.869,1.555,12.4366,2.944,3.084,0.22,0.023,3.664,7.438,9.05,4.172,1.554,0.598,0.434,1.737,0.832,0.915,3.62,35.301,0,0,0,92.314,0,0,6.628,3.668,0,-1.928,0,1,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,3.749,0,0,3.945,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.744,17.564,-4.3,Pharmaceuticals,7
6898,335.86,7.464,12,0,1,0,0,1,1,40,2.2,6.7,2.2,2,2,0,0,0,0,0,0,0,0,0,0,0,0.989,774,2.893,3796,1.656,0.832,1.501,0.675,3.245,2.247,0.611,1.443,11.5445,2.0781,4.374,0.736,0.007,3.752,6.313,10.324,4.371,1.252,0.865,1.013,1.232,0.835,1.143,3.82,17.65,39.919,0,39.919,155.877,0,0,6.688,3.341,0,-1,0.765,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,6,0,1,0,0,0,0,0.541,0,0,0,1.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,3,6,1,0,0,0,0,0,0,0,6,4,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6.889,14.202,-3.62,Pharmaceuticals,7
6251,761.02,6.982,31,2,2,0,1,0,0,43.1,1.8,5.5,0.9,6,6,0,1,0,0,0,0,0,0,0,0,0,0.954,8788,3.458,122680,2.177,1.03,5.195,0.403,3.459,3.31,0.939,1.743,15.1886,1.5098,7.152,1.121,0.002,4.028,8.201,23.791,11.128,1.074,0.984,0.853,0.967,1.169,0.808,3.883,61.776,20.474,0,0,297.109,0,0,7.608,3.833,11.599,1.59,1.392,0,4,0,0,0,1,0,0,2,1,1,0,2,1,0,3,0,2,6,0,0,3,9,10,2,0,0,0,0,1.983,0,0,-0.605,6.294,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,2,0,4,1,3,1,0,0,0,21,10,25,0,0,0,0,0,0,0,20,54,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,35.231,81.27,-6.44,Pharmaceuticals,7
3658,300.48,6.01,6,0,0,0,0,0,0,40,0,4,0,4,10,3,1,1,2,0,0,0,0,51.348,0,0,1.067,496,2.534,18913,1.414,0.853,4.831,0.769,2.918,2.726,0.485,4.207,21.0356,1.7638,3.569,0.401,0.013,3.788,6.271,12.7,5.724,0.893,1.112,0.758,0.721,1.38,1.149,3.799,28.533,0,0,0,81.249,0,0,6.99,3.699,0,-1,0,1,6,4,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,18,0,0,0,2,0,1,0,0,0,0,5.8,0,0,0,4.045,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.765,18.624,-4.87,Pharmaceuticals,7
6755,137.2,6.533,6,0,1,0,0,0,0,38.1,4.8,4.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.999,76,1.971,330,1.325,1.661,0.464,1.278,2.906,1.487,0.571,1.727,8.6344,2.6146,2.164,0.325,0.037,3.563,6.266,4.919,1.898,0.928,0.799,1.3,0.769,1.761,1.738,3.353,0,0,0,0,52.244,0,0,6.444,2.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791,0,0,0,1.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.721,1.208,-2.51,Pharmaceuticals,7
4901,170.23,6.547,2,2,0,0,0,0,0,34.6,0,11.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.105,122,2.189,497,1.801,1.695,0.996,1.338,2.42,2.281,1.029,1.598,9.5904,2.4935,2.671,0.554,0.025,3.497,7.432,6.023,2.731,0.559,0.596,0.061,0.828,0.203,1.025,3.424,8.825,0,0,0,35.881,0,0,5.131,3.805,11.803,0,2.178,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,5,3,0,1,0,0,0,0,2.881,0,0,0.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,5,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.086,0.871,-2.28,Pharmaceuticals,7
4335,831.99,7.363,19,7,1,0,0,0,0,39.8,0.9,12.4,0,7,19,5,0,1,1,66.162,99.856,160.079,348.924,210.503,0,259.018,0.919,8902,3.124,417856,3.496,1.236,7.808,0.44,3.713,3.107,0.788,2.579,21.2786,1.4943,6.782,1.524,0.002,3.934,7.444,23.869,11.845,1.154,0.996,1.257,1.147,1.244,1.022,3.899,70.602,6.763,0,0,230.964,0,0,7.222,4.406,13.217,1.807,2.515,2,7,4,0,2,3,0,1,1,0,0,0,1,3,0,0,0,0,12,0,0,6,11,3,5,0,0,0,0,-0.055,0,0,-4.587,0.489,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,2,3,2,0,3,0,5,2,1,7,10,9,5,0,0,16,20,32,0,0,0,0,0,0,0,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,8,5.482,13.606,-3.38,Pharmaceuticals,7
4215,453.63,6.671,15,3,1,0,0,0,0,39.7,1.5,7.4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.998,2184,2.746,9117,2.982,1.921,2.406,0.833,3.362,2.725,1.085,1.46,16.541,2.5898,5.098,0.863,0.005,3.781,7.485,15.474,6.885,0.933,1.073,0.662,1.155,0.533,0.803,3.771,44.126,0,0,0,158.45,0,0,6.993,3.647,0.054,-0.054,1.437,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,1,0,0,4,0,0,0,14,0,1,0,0,0,0,1.418,0,0,-2.934,3.753,0,0,2.449,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,2,0,0,0,1,2,1,0,0,0,0,10,7,8,0,0,0,0,0,5,5,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15.183,31.24,-4.7,Pharmaceuticals,7
