MW,AMW,nBM,nDB,nN,nS,nF,nCL,nHM,C%,N%,O%,nCIC,nCIR,Rbrid,nR05,nR09,nR10,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr11,D/Dtr12,Wap,MAXDN,LOC,X3v,X5v,Yindex,IC1,CIC3,J_D/Dt,J_Dz(Z),SM1_Dz(e),ChiA_Dz(p),SM1_Dz(p),SpMax_B(m),SpMax_B(s),nCp,nCq,nCrs,nCrt,nR=Cs,nR=Ct,nRCOOR,nRCONHR,nOHs,nROR,nArOR,nArX,Hy,MLOGP,MLOGP2,ALOGP2,Class,Label
336.227,30.566,6,6,0,0,0,2,3,0,0,72.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,5.954,1.686,3.596,0.772,2.366,2.732,0.364,10,13.8544,-0.502,0.02,-2.226,11.556,7.909,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.56,30.913,12.91399506,Oxidizing agent,4
197.1,13.14,8,2,1,0,1,0,1,33.3,6.7,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,388,6.226,1.455,1.442,0.544,1.456,2.974,0.133,9.0561,4.4592,0.428,0.042,-1.871,5.86,8.307,0,0,0,0,0,0,0,0,0,0,0,0,-0.439,-1.772,3.141,12.91399506,Oxidizing agent,4
228.87,28.609,3,3,0,0,0,1,2,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4.985,1.379,1.222,0,4.096,2.75,0.25,6,13.338,0.72,0.064,-1.8,9.514,7.771,0,0,0,0,0,0,0,0,0,0,0,0,0.714,-3.663,13.419,12.91399506,Oxidizing agent,4
294.196,26.745,4,4,0,0,0,0,4,0,0,63.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,6.494,1.686,17.986,10.412,2.692,2.732,0.364,10,20.7861,-2.38,0.156,-1.755,5.996,7.839,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.341,53.886,12.91399506,Oxidizing agent,4
353.19,12.614,8,8,4,0,0,0,2,21.4,14.3,25,2,2,0,2,0,0,0,0,107.001,0,0,0,0,0,2573,6.756,1.625,5.241,1.523,0.926,3.75,0.214,11.0592,3.9635,0.675,0.012,-2.313,5.992,7.839,0,0,0,0,0,0,0,0,0,0,0,0,2.4,-11.475,131.677,12.91399506,Oxidizing agent,4
281.12,12.223,12,0,0,0,0,0,1,52.2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1164,1.031,0,4.368,2.412,0.928,1.548,1.892,9.8602,3.5315,0.011,0.047,0.513,10.778,4.505,0,0,0,0,0,0,0,0,0,0,0,2,-0.897,4.947,24.476,12.91399506,Oxidizing agent,4
277.4,6.451,7,1,1,0,0,0,0,37.2,2.3,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3047,1.964,0.737,3.884,1.535,0.911,2.991,1.716,12.1932,2.3015,0.63,0.01,-1.649,3.695,7.432,4,0,3,2,0,0,0,0,0,0,0,0,-0.32,3.044,9.265,5.753,Oxidizing agent,4
364.2,10.406,8,2,0,0,0,0,1,37.1,0,11.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1296,3.409,1.698,6.715,3.071,1.461,2.702,1.715,13.2256,5.4957,0.692,0.019,-1.635,10.883,7.437,5,0,0,0,0,0,0,0,0,0,0,1,-0.709,3.101,9.614,12.91399506,Oxidizing agent,4
254.23,50.846,4,4,0,0,0,0,1,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6.528,0.722,0,0,0,0.722,0,4,23.2083,0.639924918,1.219,-1.611,16.446,8.191,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.022,25.22,12.91399506,Oxidizing agent,4
126.92,21.153,2,2,0,0,0,2,2,33.3,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2.809,0.918,0.595,0,3.971,1.585,1.528,5,4.8798,0.649,0.126,-1.103,4.009,7.513,0,0,0,0,0,0,0,0,0,0,0,0,-0.307,-0.333,0.111,0.524,Oxidizing agent,4
279.195,21.477,6,6,0,0,0,0,3,0,0,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,6.116,1.792,3.042,1.032,2.3,2.777,0.308,11,15.2678,0.492,0.024,-2.234,6.225,7.744,0,0,0,0,0,0,0,0,0,0,0,0,0.563,-7.372,54.353,12.91399506,Oxidizing agent,4
713.45,7.28,15,3,3,0,0,1,2,36.7,3.1,3.1,3,6,2,0,0,0,0,0,0,0,0,0,0,0,64828,5.301,1.008,11.431,6.407,0.825,2.701,3.165,32.6676,3.2027,0.639924918,0.004,-1.685,9.013,7.526,16,4,0,2,0,0,0,0,0,0,0,0,-0.813,5.367,28.803,12.91399506,Oxidizing agent,4
322.11,12.389,8,2,0,0,0,0,1,38.5,0,15.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,765,3.299,1.805,5.045,2.357,1.365,2.903,1.318,10.6513,5.4157,0.692,0.023,-1.635,10.883,7.437,2,0,0,0,0,0,0,0,0,0,0,1,-0.651,2.309,5.332,12.91399506,Oxidizing agent,4
299.14,7.478,2,2,2,0,4,0,0,27.5,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1863,6.556,1.815,3.33,1.32,1.157,2.885,1.744,14.1259,2.9174,1.034,0.009,-2.546,3.724,8.501,4,0,3,2,0,0,0,1,0,0,0,0,-0.074,1.788,3.197,12.91399506,Oxidizing agent,4
165.38,33.076,2,2,0,0,0,0,2,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2.078,1.522,0.567,0,2.34,1.522,1.264,4,10.9045,-0.091,0.331,-1.137,5.841,7.444,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.027,16.217,12.91399506,Oxidizing agent,4
301.14,11.153,7,1,0,1,0,2,4,33.3,0,11.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1005,3.613,1.656,4.773,1.726,1.465,3.254,1.195,12.2995,4.7168,0.76,0.019,-1.196,4.705,5.119,1,0,0,0,0,0,0,0,0,0,0,2,-0.55,3.052,9.313,17.023,Pesticides,5
181.26,6.474,4,4,1,0,0,0,0,35.7,3.6,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,2.131,2.2,1.199,0.357,2.014,3.061,0.867,12,4.8699,0.489,0.02,-1.386,3.546,7.434,2,0,0,0,6,0,0,0,0,0,0,0,-0.202,1.55,2.404,4.645,Pesticides,5
284.21,8.612,11,0,3,0,0,2,2,39.4,9.1,0,2,2,0,1,0,0,0,0,54.07,0,0,0,0,0,2016,1,1.126,3.476,1.547,0.952,3.36,0.326,10.6991,2.3988,0.606,0.016,-0.882,4.012,4.976,1,0,0,0,0,0,0,0,0,0,0,2,-0.709,4.596,21.127,18.157,Pesticides,5
333.21,11.9,7,1,0,2,0,2,5,32.1,0,10.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1192,3.596,1.693,6.078,1.908,1.363,3.36,0.867,12.6687,4.7947,0.793,0.017,-1.069,4.704,5.115,0,0,0,0,0,0,0,0,0,0,0,2,-0.519,3.32,11.021,17.485,Pesticides,5
297.2,9.006,12,1,2,0,0,2,2,42.4,6.1,3,2,2,0,1,0,0,0,0,58.248,0,0,0,0,0,2226,1.503,1.315,3.223,1.348,0.926,3.563,0.182,10.9045,2.4687,0.664,0.013,-1.103,4.013,4.95,0,0,0,0,1,0,0,0,0,1,0,2,-0.724,3.139,9.855,11.223,Pesticides,5
211.3,6.603,6,1,3,0,0,0,0,31.3,9.4,6.3,1,1,0,1,0,0,0,0,45.714,0,0,0,0,0,844,1.885,1.698,1.891,0.547,1.237,2.958,1.587,10.5255,3.0223,0.645,0.017,-1.649,3.81,7.429,3,1,0,0,0,0,0,0,0,0,0,0,-0.134,1.545,2.388,3.375,Pesticides,5
270.44,7.117,1,1,0,2,0,0,3,26.3,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,3.337,2.106,10.423,6.512,2.402,2.047,1.52,14,8.8379,0.434,0.029,-0.741,4.732,7.387,5,0,0,0,0,0,0,0,0,0,0,0,-0.651,2.681,7.186,15.895,Pesticides,5
493.27,12.981,16,4,5,1,0,0,2,34.2,13.2,15.8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5997,5.37,0.989,4.867,2.638,0.788,4.306,0.303,14.1819,3.0852,1.179,0.007,-2.316,10.695,7.717,1,0,0,0,0,0,0,0,0,0,1,1,1.202,1.923,3.697,1.897,Pesticides,5
419.45,8.924,14,2,3,1,2,0,1,34,6.4,12.8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7867,5.913,1.533,4.573,2.185,0.931,3.834,0.772,16.236,3.0934,1.278,0.007,-2.631,4.697,8.359,0,0,0,0,0,0,0,0,1,1,2,0,0.424,1.315,1.73,4.908,Pesticides,5
197.27,6.802,3,2,3,0,0,0,0,31,10.3,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,2.266,2.407,1.623,0.324,1.741,3.13,0.906,13,4.4628,0.645,0.014,-1.649,3.501,7.434,2,1,0,0,0,0,0,0,0,0,0,0,-0.096,0.554,0.307,1.743,Pesticides,5
286.3,6.983,2,2,4,0,0,0,2,19.5,9.8,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,4.078,1.545,7.98,3.425,3.065,1.796,3.562,16,12.1072,0.746,0.02,-1.787,4.617,7.406,0,0,0,0,0,0,0,0,0,0,0,0,-0.461,2.05,4.203,0.106,Pesticides,5
466.51,9.926,14,2,0,3,0,0,5,34,0,12.8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8252,3.532,1.623,9.122,2.934,0.596,3.065,2.149,12.9852,3.0162,0.92,0.007,-1.79,4.708,5.082,0,0,0,0,0,0,0,0,0,0,0,0,-0.586,3.167,10.027,24.11,Pesticides,5
198.67,8.278,7,1,2,0,0,1,1,37.5,8.3,4.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,609,1.817,1.662,1.754,0.66,1.228,3.189,1.063,9.8934,2.9889,0.549,0.023,-1.165,3.874,7.429,0,0,0,0,0,0,0,0,0,0,0,1,-0.127,2.086,4.353,3.3,Pesticides,5
355.66,5.389,2,2,7,0,0,0,0,27.3,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2556,1.464,3.524,4.112,1.733,0.919,2.294,2.303,24,3.1603,0.676,0.005,-1.649,3.355,5.075,0,0,0,0,0,0,0,0,0,0,0,0,6.381,2.329,5.424,7.113,Pesticides,5
201.24,7.74,12,1,1,0,0,0,0,46.2,3.8,7.7,2,3,1,0,0,1,0,0,0,0,0,0,0,0,1970,2.119,1.429,2.156,0.977,1.071,2.929,0.702,13.8951,2.7434,0.489,0.02,-1.386,3.889,7.434,0,0,0,0,0,0,0,0,0,0,0,0,-0.265,2.222,4.939,6.26,Pesticides,5
221.65,9.637,12,1,1,0,0,1,1,47.8,4.3,8.7,2,3,1,0,0,1,0,0,0,0,0,0,0,0,1965,2.72,1.029,2.468,1.127,1.267,3.762,0.207,14.9616,3.0865,0.61,0.03,-1.337,4.056,7.478,1,0,0,0,0,0,0,0,0,0,0,1,-0.2,2.49,6.202,7.68,Pesticides,5
241.41,6.897,6,0,5,1,0,0,1,28.6,14.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1080,1.305,1.602,2.167,0.861,1.321,2.608,1.337,12.2285,3.5566,0.566,0.016,-1.283,3.941,5.043,4,0,0,0,0,0,0,0,0,0,0,0,0.573,2.893,8.371,8.691,Pesticides,5
139.11,7.728,1,1,1,0,0,0,1,16.7,5.6,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4.785,1.299,2.08,0,3.67,2.975,0.709,7,6.1859,0.58,0.086,-1.544,4.454,7.474,1,0,0,0,0,0,0,0,0,0,0,0,3.386,-1.105,1.22,1.788,Pesticides,5
361.72,10.335,13,1,1,0,3,1,1,42.9,2.9,11.4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5903,5.797,1.39,3.104,1.199,0.665,3.933,0.615,12.6005,2.4434,1.185,0.006,-2.537,3.973,8.513,2,0,0,0,0,0,0,0,0,0,2,1,-0.177,3.175,10.079,19.501,Pesticides,5
334.69,8.808,7,1,1,0,0,3,3,39.5,2.6,2.6,2,2,0,0,0,0,43.271,0,0,0,0,0,0,0,2389,2.217,0.962,5.912,1.666,0.89,3.383,0.691,10.2591,2.2887,0.7,0.012,-0.798,4.208,7.427,3,1,1,1,0,0,0,1,0,0,0,1,-0.271,3.95,15.605,18.63,Pesticides,5
258.11,10.324,8,1,1,0,0,2,2,44,4,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1094,2.244,2.453,1.907,0.649,0.923,3.604,0.16,11.1437,2.7897,0.718,0.013,-1.285,3.881,7.434,1,0,0,0,0,0,0,0,0,0,0,1,-0.168,2.845,8.093,12.338,Pesticides,5
474.85,9.497,12,6,2,0,3,1,1,40,4,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,11683,6.174,1.874,4.54,1.709,0.785,4.06,0.62,16.5862,2.6638,1.362,0.004,-2.75,3.983,8.513,3,0,0,0,3,0,1,0,0,0,0,1,-0.619,3.088,9.534,14.354,Pesticides,5
316.39,7.358,11,5,2,0,0,0,0,39.5,4.7,9.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2763,2.293,3.035,2.454,0.791,0.73,3.613,0.314,14.0489,2.6506,0.816,0.006,-1.946,3.675,7.436,2,0,0,0,4,0,0,0,0,0,0,0,0.321,1.794,3.218,8.505,Pesticides,5
175.2,7.964,11,1,1,0,0,0,0,45.5,4.5,9.1,2,3,1,1,1,0,0,0,23.082,0,0,43.327,0,0,1326,2.468,1.269,2.017,0.877,1.179,3.477,0.182,12.5948,2.5843,0.489,0.034,-1.386,3.923,7.477,0,0,0,0,0,0,0,0,0,0,0,0,0.53,1.464,2.145,3.107,Pesticides,5
334.31,9.286,15,3,4,0,2,0,0,41.7,11.1,8.3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5117,2.854,0.882,2.826,1.052,0.681,4.062,0.354,13.1318,2.3598,1.07,0.007,-2.424,3.812,8.21,1,0,0,0,0,0,0,0,0,0,0,2,1.121,1.94,3.763,3.48,Pesticides,5
487.52,8.864,16,4,5,1,1,0,1,32.7,9.1,14.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,11774,5.517,1.645,5.225,2.338,0.754,3.981,0.673,17.0081,3.0136,1.398,0.004,-2.731,4.715,8.186,1,0,0,0,0,0,1,0,0,1,2,0,0.402,0.936,0.876,2.872,Pesticides,5
228.7,8.168,7,1,2,0,0,1,1,35.7,7.1,7.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,901,1.865,1.697,2.105,0.695,1.216,3.377,0.795,11.208,3.1817,0.682,0.018,-1.483,3.934,7.429,0,0,0,0,0,0,0,0,0,0,1,1,-0.134,1.838,3.378,3.241,Pesticides,5
437.17,14.572,13,1,4,1,6,2,3,40,13.3,3.3,2,2,0,1,0,0,0,0,78.61,0,0,0,0,0,6355,6.499,1.246,4.703,2.002,0.968,4.057,0.65,14.5512,3.4392,1.426,0.009,-2.814,4.405,8.518,1,0,0,0,0,0,0,0,0,0,0,2,0.555,2.649,7.019,31.127,Pesticides,5
416.38,10.957,15,3,4,1,6,0,1,44.7,10.5,0,3,3,0,1,0,0,0,0,83.505,0,0,0,0,0,9334,6.35,1.192,4.162,2.2,0.799,2.986,1.185,13.2245,2.6461,1.252,0.007,-2.764,4.086,8.52,0,0,0,0,0,0,0,0,0,0,0,0,-0.601,4.387,19.247,83.847,Pesticides,5
347.29,10.853,8,2,2,2,1,2,4,31.3,6.3,6.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1275,4.834,1.656,5.441,3.008,1.508,3.421,1.071,12.5546,5.3671,0.972,0.016,-1.718,4.747,8.196,1,0,0,0,0,0,0,0,0,0,0,0,-0.517,2.852,8.134,29.912,Pesticides,5
213.35,7.357,6,0,5,1,0,0,1,27.6,17.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,770,1.076,1.537,1.987,0.798,1.384,2.759,1.001,11.2553,3.6042,0.566,0.021,-1.283,3.939,5.044,2,0,0,0,0,0,0,0,0,0,0,0,0.686,2.273,5.165,5.732,Pesticides,5
380.61,6.562,7,1,2,1,0,0,1,34.5,3.4,5.2,2,3,1,1,1,0,0,0,62.361,0,0,119.885,0,0,6814,2.047,2.427,5.26,2.76,0.723,2.92,1.237,14.5811,2.58,0.735,0.006,-1.688,3.886,7.433,4,0,1,1,0,0,0,0,0,0,1,0,-0.76,3.059,9.357,33.684,Pesticides,5
207.62,10.381,9,3,1,0,0,1,1,50,5,10,2,3,1,0,0,1,0,0,0,0,0,0,0,0,1633,2.056,0.788,2.472,1.015,1.432,3.122,0.5,15.401,2.8708,0.61,0.034,-1.337,4.029,7.436,0,0,0,0,2,0,0,0,0,0,0,0,0.547,1.933,3.738,0.865,Pesticides,5
340.37,7.736,11,5,2,0,0,0,0,34.1,4.5,15.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3015,2.812,1.941,3.26,1.307,1.379,3.163,0.887,17.303,3.9687,1.099,0.008,-2.361,3.977,7.819,4,0,0,0,0,0,0,0,0,0,0,0,-0.617,3.706,13.738,23.645,Pesticides,5
366,15.25,7,1,0,1,0,2,5,33.3,0,12.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1005,3.596,1.656,5.557,1.836,1.408,3.439,0.813,12.0597,4.7793,0.826,0.019,-1.059,6.88,5.107,0,0,0,0,0,0,0,0,0,0,0,3,-0.489,3.462,11.982,19.255,Pesticides,5
314.81,8.508,12,0,6,0,0,1,1,40.5,16.2,0,3,4,1,2,1,0,0,0,98.183,0,0,82.198,0,0,7986,1.222,1.37,4.152,1.979,0.831,3.801,0.399,13.9654,2.4082,0.712,0.01,-1.483,4.098,6.82,0,0,3,0,0,0,0,0,0,0,0,1,-0.672,3.338,11.141,17.014,Pesticides,5
273.51,5.363,6,0,1,0,0,0,0,37.3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3211,0.988,0.897,4.423,2.131,0.693,2.459,1.491,11.0263,1.9069,0.129,0.011,-0.47,3.692,4.506,4,1,3,0,0,0,0,0,0,0,0,0,-0.935,4.48,20.069,28.28,Pesticides,5
321.75,9.193,14,2,1,0,1,1,1,45.7,2.9,8.6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3017,2.843,1.119,3.455,1.392,1.01,3.472,0.443,12.0395,2.7207,0.875,0.011,-1.967,3.957,8.201,1,0,0,0,0,0,0,0,0,0,0,2,-0.265,3.871,14.983,13.969,Pesticides,5
255.44,6.722,6,0,5,1,0,0,1,28.9,13.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1294,1.033,1.643,2.453,0.983,1.262,2.483,1.836,12.7779,3.6134,0.566,0.015,-1.283,3.936,5.042,5,0,0,0,0,0,0,0,0,0,0,0,0.526,3.185,10.142,12.036,Pesticides,5
418.29,10.725,18,2,5,1,0,2,3,35.9,12.8,10.3,3,4,1,1,1,0,0,0,54.567,0,0,106.443,0,0,11873,5.096,0.975,5.344,2.729,0.707,4.002,0.571,14.5686,2.9751,1.153,0.008,-2.082,4.725,7.717,1,0,0,0,0,0,0,0,0,0,2,2,-0.104,2.888,8.343,18.171,Pesticides,5
335.32,8.598,10,4,3,0,3,0,0,33.3,7.7,10.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2560,6.158,1.795,3.27,1.527,1.516,3.162,0.981,16.7262,4.0611,1.205,0.01,-2.641,4.004,8.513,3,0,0,0,0,0,0,0,0,0,0,0,-0.558,4.207,17.698,19.367,Pesticides,5
410.46,8.923,16,4,6,1,0,0,1,32.6,13,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7543,5.376,1.205,4.501,1.92,0.768,3.903,0.935,15.087,3.026,1.217,0.006,-2.434,4.717,7.717,0,0,0,0,0,0,0,0,0,0,2,0,0.459,0.394,0.155,0.473,Pesticides,5
367.38,9.668,16,4,5,1,0,0,1,34.2,13.2,15.8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5412,5.343,0.991,4.158,1.724,0.78,4.136,0.356,13.772,2.9947,1.176,0.007,-2.38,4.715,7.717,1,0,0,0,0,0,0,0,0,0,1,0,1.203,1.403,1.968,0.639,Pesticides,5
234.09,10.178,7,1,1,0,0,2,2,39.1,4.3,8.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,774,2.143,1.876,2.297,0.78,1.133,3.431,0.381,10.6308,3.0099,0.718,0.019,-1.285,4.048,7.434,0,0,0,0,0,0,0,0,0,0,0,2,-0.096,2.378,5.654,8.581,Pesticides,5
234.33,6.695,3,3,2,0,0,0,0,37.1,5.7,5.7,3,4,1,1,1,0,0,0,33.612,0,0,58.371,0,0,4109,1.859,0.604,4.111,2.133,0.957,2.587,0.957,13.5597,1.9835,0.57,0.016,-1.526,3.793,7.444,0,0,9,0,1,1,0,0,0,0,0,0,-0.256,2.227,4.96,4.686,Pesticides,5
338.83,8.067,9,3,4,0,0,1,1,35.7,9.5,7.1,2,2,0,1,0,0,0,0,70.516,0,0,0,0,0,4934,2.276,1.426,3.325,1.306,0.809,3.515,1.257,12.6876,2.5545,0.917,0.008,-1.918,3.975,7.434,3,1,0,0,0,0,0,0,0,0,0,1,-0.198,2.985,8.909,10.064,Pesticides,5
236.3,7.161,8,2,2,0,0,0,0,36.4,6.1,9.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1144,2.31,2.415,2.024,0.656,1.003,3.294,0.675,11.2369,2.7859,0.701,0.011,-1.758,3.624,7.437,2,0,0,0,0,0,0,1,0,0,0,0,0.468,1.115,1.244,2.538,Pesticides,5
353.8,8.629,9,3,1,0,1,1,1,41.5,2.4,9.8,3,3,0,2,0,0,0,0,134.619,0,0,0,0,0,7820,2.607,0.882,4.357,1.604,0.748,3.538,0.915,12.3318,2.2155,0.973,0.008,-2.122,3.996,8.201,2,0,5,0,1,1,0,0,0,0,1,2,-0.699,3.083,9.508,23.391,Pesticides,5
54.1,5.41,1,1,0,0,0,0,0,40,0,0,1,1,0,0,0,0,5.333,0,0,0,0,0,0,0,20,0.222,1,0.408,0,0,2.161,0.675,4.3167,2.5364,0,0.317,0,3.481,4.248,1,0,1,0,1,1,0,0,0,0,0,0,-0.861,1.28,1.638,1.878,Pesticides,5
141.15,9.41,1,1,1,1,0,0,2,13.3,6.7,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3.543,1.379,3.501,0,4.096,2.74,0.767,6,9.6118,0.477,0.113,-1.129,4.603,7.397,0,0,0,0,0,0,0,0,0,0,0,0,1.385,-1.222,1.493,0.023,Pesticides,5
412.67,6.656,12,6,0,0,1,0,1,40.3,0,3.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5308,2.177,3.348,7.911,3.195,0.665,3.357,0.714,16.7507,2.791,0.419,0.005,-1.583,4.073,8.201,1,0,0,0,9,0,0,0,0,1,1,0,-0.853,5.441,29.602,43.531,Pesticides,5
240.73,8.301,7,0,6,0,0,1,1,31,20.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1067,2.006,1.774,1.816,0.588,1.285,3.011,0.906,12.0416,3.3905,0.712,0.015,-1.483,3.955,6.817,3,0,0,0,0,0,0,0,0,0,0,1,0.634,2.031,4.124,5.456,Pesticides,5
374.45,8.51,16,4,2,1,0,0,1,40.9,4.5,11.4,3,3,0,0,0,0,59.095,0,0,0,0,0,0,0,7445,4.989,0.819,4.976,2.144,0.574,3.55,0.671,10.9091,2.1961,0.948,0.008,-2.055,4.711,7.717,0,0,3,0,0,0,0,0,0,0,1,0,0.327,1.535,2.355,3.5,Pesticides,5
350.39,9.221,16,4,4,1,0,0,1,36.8,10.5,13.2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4775,5.291,0.901,4.231,1.709,0.797,3.913,0.671,13.3666,2.9893,1.049,0.008,-2.198,4.715,7.717,2,0,0,0,0,0,0,0,0,0,0,0,1.162,0.823,0.677,1.019,Pesticides,5
200.63,9.12,7,1,0,0,0,1,1,40.9,0,13.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,640,2.658,1.662,1.723,0.63,1.268,3.499,0.307,10.4358,3.1225,0.668,0.022,-1.483,3.904,7.477,1,0,0,0,0,0,0,0,0,0,1,1,-0.127,2.086,4.353,6.936,Pesticides,5
376.41,10.456,11,6,4,2,0,0,2,30.6,11.1,19.4,2,2,0,2,0,0,0,0,151.499,0,0,0,0,0,4488,5.434,1.02,5.502,2.482,0.911,4.134,0.452,13.1323,3.2645,1.23,0.008,-2.399,4.74,7.717,1,0,0,0,0,0,0,0,0,1,0,0,0.584,0.594,0.353,0.37,Pesticides,5
286.38,7.74,8,2,0,1,0,0,1,35.1,0,13.5,2,3,1,1,1,0,0,0,40.532,0,0,74.074,0,0,3440,4.444,1.432,3.529,1.712,1.002,3.132,0.892,14.2517,2.8545,0.835,0.013,-1.888,4.697,7.724,3,1,0,0,0,0,0,0,0,1,1,0,-0.672,1.669,2.786,6.038,Pesticides,5
314.3,7.857,9,3,0,0,0,0,1,35,0,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1854,4.467,2.513,3.992,1.132,0.961,3.341,0.994,12.9854,3.3833,0.871,0.008,-2.039,4.427,7.433,2,0,0,0,2,0,1,0,0,0,0,0,-0.657,2.558,6.545,3.917,Pesticides,5
393.58,6.56,14,2,3,0,0,0,0,40,5,3.3,2,2,0,1,0,0,0,0,97.784,0,0,0,0,0,5878,2.065,1.372,4.922,1.787,0.94,3.142,1.781,14.0903,2.8905,0.645,0.007,-1.649,3.96,7.432,8,2,0,0,1,1,1,0,0,0,0,0,-0.819,3.739,13.979,33.456,Pesticides,5
329.5,6.217,5,5,0,0,0,0,0,39.6,0,5.7,2,2,0,2,0,0,0,0,150.892,0,0,0,0,0,4320,1.9,1.963,4.848,1.84,0.808,3.07,1.02,12.1556,2.2323,0.554,0.008,-1.526,3.762,7.432,5,0,4,1,3,3,1,0,0,0,0,0,-0.864,3.849,14.818,12.91399506,Pesticides,5
198.43,16.536,3,3,1,0,0,3,3,41.7,8.3,8.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,314,2.118,0.861,1.971,0.551,2.03,3.022,0,9.8061,3.7012,0.7,0.055,-0.798,4.106,7.428,0,0,0,0,2,0,0,0,0,0,0,0,0.127,1.724,2.972,0.927,Pesticides,5
235.33,8.115,8,2,1,1,0,0,1,41.4,3.4,6.9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1797,1.756,0.625,3.338,1.507,0.901,3.38,0.673,10.7016,2.4328,0.532,0.018,-1.283,3.92,7.428,1,0,0,0,2,0,0,1,0,1,0,0,-0.229,1.507,2.271,1.999,Pesticides,5
262.76,7.962,12,0,2,0,0,1,1,42.4,6.1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1937,2.355,0.946,3.373,1.32,1.136,3.369,0.955,11.0324,2.6436,0.549,0.02,-1.165,3.904,6.283,2,0,0,0,0,0,0,0,0,0,0,1,-0.28,2.622,6.875,7.681,Pesticides,5
218.29,8.732,14,2,0,1,0,0,1,48,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1376,4.256,0.648,3.893,1.749,1.133,1.826,1.82,10.3687,3.6729,0.447,0.035,-1.101,4.737,7.714,0,0,0,0,0,0,0,0,0,0,0,0,-0.781,3.169,10.042,8.6,Pesticides,5
