No.,MW,AMW,nBM,H%,C%,N%,O%,X%,nCsp3,nCIR,TRS,Rbrid,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr10,D/Dtr11,D/Dtr12,Wap,S3K,SRW09,X2v,X5v,EE_Dt,J_D/Dt,EE_Dz(v),ChiA_Dz(p),ATSC1m,ATSC1s,P_VSA_LogP_1,P_VSA_LogP_2,P_VSA_LogP_3,P_VSA_LogP_4,P_VSA_LogP_5,P_VSA_LogP_6,P_VSA_LogP_8,P_VSA_MR_7,P_VSA_MR_8,P_VSA_m_4,P_VSA_m_5,P_VSA_v_3,P_VSA_e_3,P_VSA_e_6,P_VSA_s_3,SpMax_EA(ed),SM13_EA(bo),SM07_EA(dm),H-052,SssCH2,SsssCH,SaaN,SsOH,SssO,CATS2D_02_AL,CATS2D_03_AL,CATS2D_06_AL,CATS2D_01_LL,CATS2D_09_LL,T(N..S),T(N..P),T(N..F),T(N..Cl),T(N..Br),T(N..I),T(O..P),T(O..Cl),T(O..Br),T(S..F),T(F..Cl),T(Cl..Cl),F03[C-N],MLOGP2,ALOGP2,Class,Label
3118,434.57,7.901,13,45.5,41.8,3.6,1.8,5.5,9,7,24,2,0,0,0,0,0,0,227.091,0,0,33650,4.944,0,8.704,3.996,391.735,16.5608,177.751,0.006,11.156,22.021,0,15.169,118.493,0,66.973,0,7.76,9.476,32.22,32.22,0,146.802,6.249,44.88,63.232,11.802,19.03,9.389,2,6.329,0,0,9.065,0,1,1,3,12,0,17,0,63,0,0,0,0,0,0,18,0,0,1,15.149,23.23,Pharmaceuticals,7
3119,780.78,8.675,36,35.6,48.9,2.2,13.3,0,10,50,52,8,0,0,303.11,0,0,0,1244.971,0,369.132,2882890,6.56,7.455,14.274,5.802,198.409634,21.4188,624.457,0.002,12.623,33.281,0,40.938,113.715,244.628,90.701,0,0,0,0,0,0,232.908,11.477,0,119.193,13.621,21.208,8.225,4,0.569,0,0,0,21.685,22,28,16,30,18,0,0,0,0,0,0,0,0,0,0,0,0,2,15.734,22.755,Pharmaceuticals,7
3120,206.14,10.849,8,26.3,36.8,10.5,10.5,15.8,1,1,6,0,0,0,0,0,0,0,0,0,0,720,2.293,0,2.531,0.568,67.452,11.6416,40.343,0.023,1.207,66.868,5.67,0,61.326,0,53.579,0,58.506,5.67,0,0,0,44.887,38.567,44.88,8.699,12.401,18.777,9.446,0,0,0,0,0,0,2,6,0,2,0,0,0,27,0,0,0,0,0,0,0,0,0,5,6.065,3.687,Pharmaceuticals,7
3121,286.35,7.342,13,46.2,43.6,0,10.3,0,4,2,12,0,0,0,0,0,0,0,0,0,0,2314,2.741,0,4.598,1.56,124.646,11.6859,75.277,0.014,7.961,11.633,21.766,0,137.446,43.336,17.371,0,0,0,0,0,0,130.091,0,0,13.562,16.142,18.433,6.383,0,0,-1.475,0,10.535,10.338,2,4,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.527,6.311,Pharmaceuticals,7
3122,346.22,9.617,7,44.4,30.6,13.9,8.3,2.8,6,3,11,1,0,0,41.294,0,0,78.526,0,0,0,3661,2.91,6.843,5.929,1.446,153.747,14.9206,90.431,0.011,5.318,13.733,26.047,7.926,60.694,71.78,18.983,32.903,0,16.786,45.954,0,45.954,89.94,103.785,0,17.939,11.711,18.629,3.861,6,0.051,0,4.111,9.223,0,1,0,7,0,0,0,0,0,0,19,0,0,0,20,0,0,0,11,1.52,0.095,Pharmaceuticals,7
3123,469.46,8.858,18,35.8,37.7,13.2,13.2,0,4,4,18,1,0,0,0,0,0,0,185.82,0,0,24480,6.353,0,7.063,1.934,357.545,14.4526,247.827,0.004,7.83,50.404,0,61.207,37.905,308.44,37.289,4.227,0,51.582,0,0,0,92.034,122.4,0,34.087,10.183,18.647,6.639,2,-0.735,-1.366,8.238,17.883,0,4,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.184,0.003,Pharmaceuticals,7
3124,297.38,7.253,8,46.3,43.9,2.4,7.3,0,8,24,29,7,0,0,19.358,0,35.263,115.938,136.024,146.024,55.973,40532,1.363,7.31,6.763,4.164,325.009,24.1505,76.373,0.013,9.019,8.683,19.279,7.175,37.905,58.927,28.924,0,0,24.196,0,0,0,84.403,3.124,0,27.218,16.915,19.415,0.458,4,3.021,0.272,0,10.303,11.843,6,10,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.338,2.798,Pharmaceuticals,7
3125,406.67,5.728,1,59.2,35.2,0,5.6,0,24,10,23,3,0,0,44.871,0,0,74.347,171.652,0,0,37707,3.516,7.066,11.545,7.163,418.328,20.8315,159.287,0.007,18.516,12.243,37.359,25.345,85.367,32.336,11,0,0,0,0,0,0,69.895,0,0,32.537,15.16,17.557,6.158,7,10.178,2.886,0,21.52,4.859,2,2,4,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,18.272,17.98,Pharmaceuticals,7
3126,247.281,7.493,3,48.5,33.3,6.1,9.1,0,8,1,6,0,0,0,0,0,0,0,0,0,0,1071,2.858,0,5.587,2.311,85.611,13.0738,57.555,0.019,6.712,9.507,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,15.96364885,3.129470516,104.3282589,26.42963314,3.005480922,28.89713982,15.831,17.954,5.56,0,3.03,-0.078,0,0,0,3,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.461,12.98464698,Pharmaceuticals,7
3127,304.47,6.089,2,56,38,0,6,0,17,10,23,3,0,0,30.162,0,0,49.749,107.797,0,0,18263,1.877,7.034,8.979,5.427,298.555,21.9056,83.023,0.013,12.545,7.648,17.65,20.276,42.683,60.557,0,0,0,0,0,0,0,48.194,0,0,30.543,15.181,17.872,6.07,4,7.035,1.291,0,10.021,0,4,7,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.18,4.394,Pharmaceuticals,7
3128,496.541,8.711,11,40.4,38.6,5.3,12.3,0,10,5,20,1,0,75.011,187.919,130.156,0,0,0,0,0,40656,4.913,7.774,10.58,5.068,360.861,13.4181,224.034,0.005,9.791,27.062,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,15.96364885,3.129470516,104.3282589,26.42963314,3.005480922,28.89713982,13.624,18.585,5.237,3,0.953,-1.542,0,9.848,5.483,7,7,3,5,3,11,0,0,0,0,0,0,0,0,0,0,0,5,2.007,12.98464698,Pharmaceuticals,7
3129,412.52,7.639,4,50,33.3,0,9.3,5.6,15,3,11,1,0,0,62.151,0,0,117.656,0,0,0,8596,4.752,7.066,9.339,3.984,244.026,16.6782,157.478,0.007,14.71,43.023,28.533,17.742,17.226,90.438,55.88,0,6.125,22.47,0,7.75,0,82.061,0,44.88,30.176,14.808,20.175,12.464,0,4.516,0.6,0,0,9.198,4,6,12,14,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10.38,31.088,Pharmaceuticals,7
3130,407.411,9.475,13,37.2,37.2,7,9.3,4.7,5,4,17,1,0,0,60.787,0,0,115.172,0,0,0,14670,4.981,6.843,7.353,2.781,263.217,14.0725,159.062,0.006,7.199,18.543,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,15.96364885,3.129470516,104.3282589,26.42963314,3.005480922,28.89713982,10.207,18.677,7.488,0,0.12,-2.597,4.232,0,15.478,5,4,2,1,2,7,0,48,0,0,0,0,0,0,16,0,0,7,0.507,12.98464698,Pharmaceuticals,7
3131,294.29,8.918,12,36.4,39.4,12.1,6.1,6.1,4,3,16,0,0,0,117.063,0,0,0,0,0,0,3723,2.38,7.402,4.862,1.517,143.029,11.2446,83.243,0.011,4.638,18.672,8.825,20.116,28.429,90.754,42.823,36.683,0,33.449,0,0,0,84.787,53.236,29.92,30.296,15.324,18.553,5.314,3,0.065,-0.519,7.754,0,5.34,1,3,6,2,0,0,0,54,0,0,0,0,0,0,0,0,0,6,7.303,2.914,Pharmaceuticals,7
3132,305.46,6.234,8,55.1,36.7,2,6.1,0,9,1,6,0,0,0,0,0,0,0,0,0,0,2688,7.934,0,5.701,1.32,159.928,13.9835,130.934,0.008,11.753,9.965,28.533,30.255,47.381,72.533,19.429,0,0,18.952,0,0,0,101.292,18.011,0,25.377,8.759,17.662,4.414,0,3.949,0.589,0,9.516,5.042,2,3,2,11,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8.299,15.092,Pharmaceuticals,7
3133,181.16,9.058,8,35,40,5,20,0,0,1,6,0,0,0,0,0,0,0,0,0,0,630,2.194,0,2.299,0.51,62.421,10.7654,37.151,0.028,2.904,28.952,0,18.011,28.429,159.333,5.942,0,0,0,0,0,0,46.276,18.011,0,6.852,9.559,18,0,0,0,0,0,17.659,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.94,0.058,Pharmaceuticals,7
3134,304.87,8.24,12,45.9,43.2,5.4,0,2.7,4,6,18,2,0,0,0,0,0,0,125.955,0,0,7742,2.89,0,6.238,2.772,219.28,17.5225,77.535,0.014,7.404,5.675,8.825,4.526,93.821,0,11.739,23.542,0,0,71.368,71.368,0,169.145,21.135,0,45.361,11.38,18.402,0.188,3,1.383,0.33,0,0,0,2,6,0,6,2,9,0,0,7,0,0,0,0,0,0,0,0,5,10.643,18.418,Pharmaceuticals,7
3135,338.48,6.637,5,51,43.1,0,5.9,0,14,10,23,3,0,0,36.341,0,0,59.815,135.767,0,0,25830,2.306,7.248,8.522,4.922,343.83,20.5644,109.698,0.01,11.649,10.097,17.65,15.207,28.429,62.615,14.185,52.123,0,45.459,0,0,0,117.149,0,0,30.718,17.25,18.208,6.197,2,5.487,2.011,0,0,5.766,7,7,6,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16.551,16.892,Pharmaceuticals,7
3136,110.18,6.121,1,55.6,33.3,11.1,0,0,5,1,5,0,0,0,19.367,0,0,0,0,0,0,152,1.01,6.555,2.475,0.348,26.239,7.5613,14.585,0.074,4.315,9.025,0,43.035,0,16.602,31.059,0,0,0,0,0,0,26.74,63.957,0,10.138,11.683,15.985,0,4,4.043,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.029,0.308,Pharmaceuticals,7
3137,81.13,6.241,5,53.8,38.5,7.7,0,0,1,1,5,0,0,0,12.467,0,0,0,0,0,0,79,0.697,6.225,1.388,0.096,18.099,7.0256,6.972,0.149,3.082,3.64,8.825,0,27.571,0,19.971,23.542,0,0,0,0,0,39.582,16.786,0,3.186,6.174,16.005,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.319,1.988,Pharmaceuticals,7
3138,327.93,6.692,12,53.1,42.9,2,0,2,9,3,18,0,0,0,0,0,0,0,0,0,0,5109,3.461,0,7.431,3.288,170.578,11.8693,95.638,0.012,11.438,8.538,17.65,10.138,103.297,0,9.872,0,39.149,39.149,0,39.149,0,162.095,18.011,0,20.01,15.313,18.588,0,10,4.673,1.166,0,0,0,0,0,0,16,10,0,0,0,7,0,0,0,0,0,0,0,0,2,26.608,30.865,Pharmaceuticals,7
3139,320.36,8.009,9,42.5,37.5,10,7.5,2.5,6,4,18,1,0,0,0,0,0,0,93.032,0,0,8930,2.821,0,5.365,1.952,213.232,15.3921,101.807,0.01,7.446,18.103,8.825,19.576,27.487,115.802,21.741,31.387,0,16.786,0,0,0,64.069,41.045,14.96,36.72,11.42,18.925,0.346,3,3.143,0,4.324,9.13,0,7,4,4,1,0,0,0,17,0,0,0,0,0,0,0,0,0,12,4.198,1.432,Pharmaceuticals,7
3140,478.67,9.032,18,41.5,37.7,7.5,7.5,0,7,4,16,1,0,0,182.824,0,0,155.557,0,0,0,10844,6.388,7.391,11.092,3.287,274.057,12.8005,190.247,0.005,9.22,14.465,44.126,0,78.451,97.308,47.02,12.517,0,33.571,94.775,94.775,0,204.049,85.868,0,114.369,12.227,19.555,6.387,15,0,0,8.599,0,10.836,10,9,11,3,5,51,0,0,0,0,0,0,0,0,0,0,0,10,3.475,22.447,Pharmaceuticals,7
3141,326.52,6.047,3,55.6,40.7,0,3.7,0,16,10,23,3,0,0,35.278,0,0,57.582,126.987,0,0,23440,2.144,7.248,8.426,5.31,330.33,20.7445,101.5,0.011,13.538,11.798,19.708,20.276,61.636,16.243,3.186,52.123,0,41.226,0,0,0,107.718,0,0,28.705,17.35,18.17,0,4,8.661,2.752,0,11.157,5.486,2,2,2,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18.219,22.042,Pharmaceuticals,7
3142,113.23,4.923,0,65.2,30.4,4.3,0,0,7,1,7,0,0,0,0,22.605,0,0,0,0,0,202,2.195,4.977,2.786,0.755,35.59,9.7333,16.44,0.061,5.92,2.502,8.825,11.815,18.011,0,0,0,0,0,0,0,0,20.64,18.011,0,11.815,6.104,11.328,0,4,6.652,0.963,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.397,1.986,Pharmaceuticals,7
3143,272.78,7.372,6,51.4,35.1,2.7,8.1,2.7,7,2,12,0,0,0,0,0,0,0,0,0,0,2757,3.925,0,4.482,1.344,133.386,11.9101,85.135,0.01,9.236,6.364,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,39.919,0,115.124,18.011,0,28.475,9.054,17.335,0,3,3.598,0.107,0,0,11.297,3,4,2,3,1,0,0,0,4,0,0,0,11,0,0,0,0,1,1.62,12.98464698,Pharmaceuticals,7
3144,219.31,6.646,7,51.5,39.4,3,6.1,0,6,2,12,0,0,0,0,0,0,0,0,0,0,1529,2.7,0,4.283,1.655,95.243,10.4996,51.204,0.021,7.634,6.996,0,9.709,65.392,68.738,3.186,0,0,0,0,0,0,61.186,18.011,0,13.805,10.844,16.785,6.05,4,4.152,-0.338,0,9.339,0,1,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.011,3.721,Pharmaceuticals,7
3145,174.62,9.191,6,42.1,36.8,10.5,0,10.5,2,1,6,0,0,0,0,0,0,0,0,0,0,397,1.884,0,2.419,0.469,48.799,9.7062,27.445,0.038,3.075,5.434,8.825,0,37.295,28.557,20.925,53.77,0,16.786,38.81,38.81,0,87.512,35.129,14.96,11.878,9.596,17.423,0,3,0,-0.266,3.827,0,0,1,2,0,1,0,0,0,7,4,0,0,0,0,0,0,5,0,3,1.167,2.598,Pharmaceuticals,7
3146,342.33,8.151,8,42.9,35.7,0,21.4,0,6,2,12,0,0,0,0,0,0,0,0,0,0,5774,4.456,0,5.214,1.448,189.033,14.1456,125.435,0.007,8.38,64.07,0,0,218.474,122.421,19.429,11.771,0,18.952,0,0,0,57.08,0,0,9.339,10.512,17.815,0,0,-0.613,-7.363,0,56.845,10.483,2,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.526,0.288,Pharmaceuticals,7
3147,184.22,7.369,3,48,32,8,12,0,5,1,6,0,0,0,0,0,0,0,0,0,0,575,1.408,0,2.943,0.439,58.953,11.3298,35.228,0.029,5.391,17.3,17.65,5.069,0,25.145,118.938,4.276,0,0,0,0,0,26.995,33.571,0,9.345,14.746,17.975,5.111,0,0.92,0,0,18.897,0,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.129,4.616,Pharmaceuticals,7
3148,416.42,8.328,11,40,40,4,16,0,7,10,24,3,0,0,0,0,0,0,248.104,0,0,39291,2.388,0,8.079,3.768,443.878,24.6226,126.843,0.008,9.172,73.077,8.825,68.329,113.795,218.456,12.742,0,0,0,0,0,0,67.502,65.794,0,30.248,15.884,19.685,4.262,4,-0.285,-3.957,0,53.818,0,4,3,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1.735,4.319,Pharmaceuticals,7
3149,325.4,7.567,14,44.2,41.9,7,7,0,5,7,18,3,0,0,0,0,0,0,243.609,0,100.896,13498,3.029,0,6.174,2.121,261.042,18.3953,108.751,0.01,8.347,7.138,25.618,25.346,47.381,89.549,17.398,0,0,0,0,0,0,105.598,24.259,0,32.599,12.27,20.03,4.46,0,0.916,0,0,0,0,5,7,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.671,1.061,Pharmaceuticals,7
3150,357.44,7.295,10,46.9,40.8,2,10.2,0,7,6,20,2,0,0,0,105.206,0,0,0,84.725,92.196,16654,3.215,6.028,6.104,2.568,336.18,23.4909,107.905,0.01,10.455,11.113,43.532,37.966,37.905,46.522,61.472,0,0,33.672,0,0,0,125.356,32.897,0,43.919,12.164,19.363,0,2,1.432,-0.274,0,0,21.874,4,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.841,2.877,Pharmaceuticals,7
3151,460.59,6.979,4,50,39.4,0,9.1,1.5,20,16,33,4,0,0,138.253,0,65.47,68.845,169.746,0,95.281,109879,2.38,8.252,11.644,6.753,570.546,22.9496,170.371,0.006,15.227,24.583,17.65,20.276,113.795,82.557,3.186,14.96,0,28.429,0,0,0,79.808,0,14.96,33.729,18.743,19.18,5.844,5,4.193,-2.685,0,21.473,13.101,8,13,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5.381,4.101,Pharmaceuticals,7
3152,167.13,9.831,8,29.4,41.2,5.9,23.5,0,0,1,6,0,0,0,0,0,0,0,0,0,0,502,1.955,0,2.042,0.373,53.161,9.7449,30.743,0.034,1.851,37.215,0,0,18.952,166.033,14.99,0,0,16.786,0,0,0,35.762,16.786,0,7.762,8.446,17.534,0,0,0,0,3.419,16.831,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.017,0.1,Pharmaceuticals,7
3153,111.18,9.265,3,41.7,41.7,8.3,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,131,1.217,0,1.707,0.285,25.812,7.8978,10.103,0.099,1.723,2.052,0,18.095,36.963,1.142,0,23.542,45.192,18.952,45.192,45.192,0,83.382,18.011,0,1.142,6.124,14.885,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0.542,0.012,Pharmaceuticals,7
3154,397.53,7.795,18,45.1,43.1,2,7.8,0,6,4,17,1,0,0,86.852,0,0,0,136.898,0,0,9414,5.636,6.293,7.576,2.328,263.678,13.2161,164.872,0.006,10.374,10.768,8.396,12.834,92.935,98.588,21.389,13.13,0,0,31.278,31.278,0,159.681,3.124,0,58.349,10.279,19.414,6.117,0,0.981,-0.18,0,8.749,6.379,7,8,4,11,7,5,0,0,0,0,0,0,0,0,0,0,0,2,8.016,12.732,Pharmaceuticals,7
3155,272.27,8.508,14,37.5,46.9,0,15.6,0,0,2,12,0,0,0,0,0,0,0,0,0,0,3292,3.389,0,4.147,1.019,143.24,11.7209,76.68,0.014,5.283,33.289,0,0,75.81,201.012,6.371,0,0,18.952,0,0,0,87.315,0,0,11.505,9.686,18.545,0,0,0,0,0,37.179,0,2,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.112,6.93,Pharmaceuticals,7
3156,441.42,10.032,16,31.8,40.9,6.8,11.4,6.8,3,3,18,0,0,0,0,0,0,0,0,0,0,17516,4.566,0,7.622,2.088,274.017,13.1595,187.371,0.005,4.94,58.882,17.222,24.259,85.466,97.591,73.86,12.827,6.125,0,19.133,19.133,0,139.62,24.259,44.88,30.807,11.845,18.648,12.448,0,0,0,0,0,5.615,6,9,5,5,0,34,0,120,0,0,0,0,0,0,6,0,0,9,3.783,24.414,Pharmaceuticals,7
3157,354.33,8.858,16,35,47.5,0,17.5,0,2,4,18,1,0,0,0,0,0,0,115.308,0,0,13857,3.849,0,5.507,1.671,254.427,15.2196,128.61,0.008,5.418,21.264,17.65,11.534,56.857,137.634,58.287,11.771,0,0,0,0,0,130.845,0,0,44.803,11.571,19.079,6.85,0,0,0,0,9.709,15.422,13,4,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.661,4.557,Pharmaceuticals,7
3158,300.48,6.01,3,56,40,0,4,0,15,10,23,3,0,0,31.617,0,0,51.521,109.917,0,0,18643,1.894,7.034,8.422,4.83,298.829,21.0414,84.84,0.013,12.562,7.411,28.533,17.742,18.952,46.522,3.186,0,0,24.196,0,0,0,78.79,0,0,31.304,14.907,18.143,5.379,2,7.733,2.101,0,0,5.496,4,6,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.642,11.269,Pharmaceuticals,7
3159,386.58,6.235,6,54.8,38.7,0,6.5,0,18,11,29,3,0,0,41.8,0,0,69.97,158.174,0,0,52530,3.17,7.05,9.666,5.425,422.161,19.1533,154.208,0.006,15.774,9.011,19.708,24.869,71.472,22,22.614,11.771,0,0,0,0,0,84.98,0,0,36.483,14.712,18.323,0,6,9.879,1.663,0,10.944,17.809,7,8,5,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13.873,16.79,Pharmaceuticals,7
3160,404.491,8.09,4,46,34,6,10,0,12,4,14,1,0,56.268,143.976,98.482,0,0,0,0,0,12984,3.747,7.774,9.437,4.576,227.349,13.4332,141.852,0.008,10.391,13.222,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,15.96364885,3.129470516,104.3282589,26.42963314,3.005480922,28.89713982,13.624,18.264,5.298,3,1.244,-0.986,0,0,5.459,5,4,3,1,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0.526,12.98464698,Pharmaceuticals,7
3161,165.26,6.121,6,55.6,37,3.7,3.7,0,4,1,6,0,0,0,0,0,0,0,0,0,0,508,2.968,0,3.06,0.72,55.258,9.5293,34.886,0.032,6.554,7.525,17.222,2.535,55.916,42.683,3.186,0,0,0,0,0,0,60.847,18.011,0,5.72,7.461,16.66,0,5,0.997,0.481,0,9.032,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.734,3.236,Pharmaceuticals,7
3162,218.01,14.534,8,26.7,40,6.7,20,6.7,0,1,6,0,0,0,0,0,0,0,0,0,0,399,1.833,0,2.806,0.689,48.149,9.9295,24.139,0.041,2.302,22.378,5.67,0,28.429,42.683,5.812,0,96.701,5.67,45.954,0,45.954,80.195,51.624,0,5.812,9.52,18.448,6.556,0,0,0,0,8.943,0,1,3,0,1,0,0,0,0,0,4,0,0,0,15,0,0,0,2,4.57,4.864,Pharmaceuticals,7
3163,332.32,8.982,19,32.4,54.1,0,13.5,0,1,9,29,3,0,0,33.075,0,0,65.59,137.41,0,0,35542,1.834,7.248,6.079,2.729,335.925,19.7805,88.383,0.011,4.88,16.434,0,0,94.762,117.703,45.229,0,0,0,0,0,0,125.183,0,0,30.42,16.746,19.677,5.791,0,0,0,0,19.664,11.776,9,8,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.363,13.588,Pharmaceuticals,7
3164,340.35,8.301,16,39,46.3,0,14.6,0,1,2,12,0,0,0,0,0,0,0,0,0,0,5612,5.602,0,5.272,1.266,207.183,12.408,130.029,0.008,6.901,36.166,0,2.535,94.762,231.29,6.371,0,0,37.905,0,0,0,113.935,0,0,19.173,8.326,18.38,0,0,-0.332,0,0,37.125,0,4,2,4,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.675,7.407,Pharmaceuticals,7
3165,363.54,6.492,13,51.8,42.9,1.8,3.6,0,10,5,23,1,0,0,62.036,0,0,117.79,0,0,0,23692,4.322,6.823,7.795,3.319,280.754,12.213,162.193,0.006,13.255,10.064,21.766,16.455,75.81,0,48.353,0,0,9.476,0,0,0,137.26,3.124,0,39.684,9.988,18.591,0.384,4,8.378,0.807,0,0,10.901,5,7,4,17,9,0,0,0,0,0,0,0,0,0,0,0,0,3,16.451,26.018,Pharmaceuticals,7
3166,122.19,6.431,6,52.6,36.8,10.5,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,247,1.269,0,1.901,0.352,37.216,8.9209,16.761,0.066,4.421,5.766,8.825,2.535,51.85,28.557,12.233,2.328,0,16.786,0,0,0,44.873,49.683,0,8.048,8.475,17.203,0,0,0.958,0,3.928,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.955,2,Pharmaceuticals,7
3167,276.51,5.317,0,61.5,36.5,0,1.9,0,19,10,23,3,0,0,27.105,0,0,44.138,94.946,0,0,14480,1.879,6.843,9.17,5.887,266.667,21.1841,73.125,0.015,13.842,4.503,17.65,25.345,42.683,0,0,0,0,0,0,0,0,42.996,0,0,25.345,14.755,17.254,0,4,13.816,3.853,0,10.05,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.319,21.065,Pharmaceuticals,7
3168,731.87,6.255,0,65.8,30.8,0,0,1.7,36,0,0,0,0,0,0,0,0,0,0,0,0,7604,23.832,0,25.636,15.83,391.148,39,375.702,0.003,71.199,10.821,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,19.245,80.522,202.057,80.522,0,58.164,12.649,16.342,0,18,46.939,0,0,0,0,0,0,0,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,103.332,12.98464698,Pharmaceuticals,7
3169,355.51,6.837,22,48.1,48.1,1.9,1.9,0,6,6,23,2,0,0,53.458,0,0,101.54,105.629,0,0,22624,3.456,7.05,7.17,2.724,316.682,15.579,124.568,0.009,11.149,7.402,8.825,12.244,113.286,30.278,15.989,13.915,0,0,0,0,0,155.723,1.899,0,33.611,11.667,20.432,0,2,5.839,0,0,0,0,6,6,7,20,17,0,0,0,0,0,0,0,0,0,0,0,0,4,27.712,47.377,Pharmaceuticals,7
3170,245.4,5.985,7,56.1,39,2.4,2.4,0,8,2,12,0,0,0,0,0,0,0,0,0,0,2779,3.444,0,5.259,1.985,128.278,12.4358,65.269,0.017,10.145,8.039,27.676,12.244,37.905,0,28.924,0,0,0,0,0,0,92.625,3.124,0,27.044,10.256,17.956,0.458,0,6.16,0,0,0,5.329,3,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.385,14.353,Pharmaceuticals,7
3171,718.66,8.764,29,36.6,43.9,0,19.5,0,6,6,29,1,0,0,132.4,0,0,252.941,0,0,0,110357,8.85,7.096,11.596,3.865,198.409634,16.4978,440.891,0.002,12.961,102.61,0,5.069,123.191,500.932,54.171,0,0,18.952,0,0,0,165.634,0,0,42.443,12.555,19.494,7.28,4,-0.831,-6.547,0,89.1,16.485,9,12,19,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,22.118,Pharmaceuticals,7
3172,126.59,8.439,6,46.7,46.7,0,0,6.7,1,1,6,0,0,0,0,0,0,0,0,0,0,184,1.512,0,1.886,0.425,31.311,8.1463,12.601,0.09,2.575,2.246,0,2.85,47.381,0,3.186,0,0,39.149,0,39.149,0,92.565,0,0,6.035,6.822,15.875,0,0,0.612,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.653,5.901,Pharmaceuticals,7
3173,239.27,7.976,4,43.3,30,16.7,10,0,4,3,12,1,0,0,0,0,0,0,67.49,0,0,2664,2.31,0,3.793,0.96,129.454,14.5114,63.835,0.015,6.174,28.01,8.825,35.003,121.388,35.363,35.899,1.899,0,2.757,0,0,0,25.376,102.49,0,16.551,10.272,17.911,3.87,3,0.221,-2.078,0,18.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.105,3.264,Pharmaceuticals,7
