,MW,AMW,nBM,nDB,nN,nS,nF,nCL,nHM,C%,N%,O%,nCIC,nCIR,Rbrid,nR05,nR09,nR10,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr11,D/Dtr12,Wap,MAXDN,LOC,X3v,X5v,Yindex,IC1,CIC3,J_D/Dt,J_Dz(Z),SM1_Dz(e),ChiA_Dz(p),SM1_Dz(p),SpMax_B(m),SpMax_B(s),nCp,nCq,nCrs,nCrt,nR=Cs,nR=Ct,nRCOOR,nRCONHR,nOHs,nROR,nArOR,nArX,Hy,MLOGP,MLOGP2,ALOGP2,Class,Label
3479,266.74,8.083,6.0,0.0,1.0,0.0,3.0,1.0,1.0,36.4,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1258.0,4.82,1.967,2.618,0.958,1.193,3.225,0.531,12.3504,3.0081,0.826,0.015,-2.059,3.873,8.362,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.198,4.05,16.403,12.9139950622,Pharmaceuticals,6
3480,352.84,8.019,12.0,0.0,1.0,0.0,1.0,1.0,1.0,40.9,2.3,6.8,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9773.0,1.848,0.757,4.564,2.231,0.595,3.567,0.5,12.5849,1.8323,0.875,0.007,-1.967,3.829,6.391,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.998,2.883,8.312,12.9139950622,Pharmaceuticals,6
3481,295.98,14.094,7.0,1.0,3.0,0.0,0.0,2.0,3.0,38.1,14.3,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1685.0,1.233,1.02,3.909,1.57,1.22,3.88,0.19,14.5679,2.9833,0.683,0.03,-0.689,6.969,4.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.522,2.802,7.849,12.9139950622,Pharmaceuticals,6
3482,633.0,8.792,23.0,0.0,3.0,0.0,2.0,3.0,3.0,44.4,4.2,2.8,7.0,15.0,4.0,0.0,0.0,1.0,54.079,0.0,0.0,111.41,131.681,0.0,346.241,386.784,285673.0,3.952,0.786,9.679,5.87,0.322,3.517,1.022,15.3409,1.1852,1.151,0.003,-2.187,4.533,8.359,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.757,4.199,17.634,12.9139950622,Pharmaceuticals,6
3483,130.09,10.841,6.0,0.0,2.0,0.0,1.0,0.0,0.0,33.3,16.7,16.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,2.618,0.881,0.713,0.184,1.921,3.085,0.0,8.998,3.7199,0.733,0.047,-1.908,3.784,8.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.055,0.578,0.334,0.612,Pharmaceuticals,6
3484,445.02,7.417,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.603,3624.0,3.074,0.691,26.545,16.256,1.535,1.571,4.336,24.7115,9.3831,-0.207,0.017,-1.426,4.388,4.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.494,-1.009,1.018,88.657,Pharmaceuticals,6
3485,285.37,7.134,9.0,3.0,1.0,0.0,0.0,0.0,0.0,42.5,2.5,7.5,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,53.192,0.0,0.0,92.166,0.0,0.0,6450.0,1.565,0.418,3.703,1.672,0.493,3.167,0.7,11.2909,1.6333,0.63,0.01,-1.649,3.775,7.428,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.797,2.575,6.629,8.208,Pharmaceuticals,6
3486,279.8,7.562,8.0,2.0,3.0,0.0,0.0,1.0,1.0,37.8,8.1,2.7,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,53.937,0.0,0.0,0.0,0.0,0.0,2709.0,1.719,1.401,3.639,1.398,1.033,3.419,0.73,11.9173,2.549,0.626,0.012,-1.337,3.849,7.428,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.249,2.839,8.058,3.598,Pharmaceuticals,6
3487,174.18,7.917,1.0,1.0,2.0,0.0,0.0,0.0,0.0,27.3,9.1,18.2,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,43.471,0.0,36.002,0.0,0.0,0.0,1019.0,2.19,1.097,2.004,0.74,1.415,3.266,0.182,11.9673,2.4289,0.816,0.023,-1.946,3.679,6.284,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.698,-1.004,1.008,1.554,Pharmaceuticals,6
3488,353.46,8.033,14.0,2.0,3.0,1.0,1.0,0.0,1.0,36.4,6.8,6.8,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4819.0,4.454,1.285,4.787,1.737,1.027,3.628,0.887,14.0801,3.1821,0.931,0.011,-2.098,4.71,8.201,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.219,2.223,4.941,10.688,Pharmaceuticals,6
3489,184.63,8.792,7.0,1.0,0.0,0.0,0.0,1.0,1.0,42.9,0.0,9.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,2.385,1.425,1.785,0.645,1.546,3.249,0.226,9.859,3.1198,0.532,0.038,-1.165,3.888,7.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.164,1.842,3.393,2.477,Pharmaceuticals,6
3490,84.1,8.41,2.0,1.0,4.0,0.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.863,1.459,0.179,0.0,2.636,2.322,1.0,5.0,4.0466,0.439,0.09,-1.224,3.496,6.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.947,-0.919,0.845,0.832,Pharmaceuticals,6
3491,428.54,7.652,24.0,2.0,6.0,0.0,0.0,0.0,0.0,42.9,10.7,3.6,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,182.735,0.0,0.0,0.0,0.0,0.0,30183.0,2.663,1.051,5.246,2.624,0.497,3.932,0.634,12.9686,1.7623,0.842,0.006,-1.946,3.955,7.478,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,4.682,21.923,27.047,Pharmaceuticals,6
3492,416.51,8.33,19.0,3.0,2.0,1.0,1.0,0.0,1.0,42.0,4.0,8.0,4.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0,51.643,0.0,0.0,195.913,0.0,0.0,27928.0,4.665,1.107,6.906,4.075,0.543,3.788,0.44,15.9563,1.9353,0.973,0.007,-2.169,4.707,8.201,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.262,2.551,6.505,13.536,Pharmaceuticals,6
3493,295.84,7.044,10.0,0.0,1.0,0.0,0.0,1.0,1.0,38.1,2.4,4.8,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,41.957,0.0,0.0,82.608,0.0,0.0,3725.0,1.631,1.775,3.483,1.529,0.889,3.166,1.001,13.6204,2.4659,0.61,0.012,-1.337,3.982,5.132,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32,2.595,6.734,16.954,Pharmaceuticals,6
3494,368.41,7.839,16.0,4.0,0.0,0.0,0.0,0.0,0.0,44.7,0.0,12.8,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7110.0,2.014,0.936,3.679,1.459,0.56,3.369,1.181,13.2627,2.0048,0.908,0.007,-2.104,3.764,7.44,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.231,1.745,3.044,10.392,Pharmaceuticals,6
3495,376.51,6.723,4.0,4.0,0.0,0.0,1.0,0.0,0.0,39.3,0.0,7.1,4.0,10.0,3.0,1.0,1.0,2.0,0.0,0.0,39.212,0.0,0.0,65.088,0.0,0.0,30139.0,2.539,1.048,8.319,5.628,0.79,3.302,0.398,22.5987,1.7974,0.832,0.009,-2.072,3.811,8.185,4.0,2.0,5.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.194,2.642,6.981,4.077,Pharmaceuticals,6
3496,374.63,5.764,2.0,2.0,2.0,0.0,0.0,0.0,0.0,35.4,3.1,3.1,4.0,10.0,3.0,1.0,1.0,2.0,0.0,0.0,40.806,0.0,0.0,67.296,0.0,0.0,31401.0,1.42,1.209,8.91,5.946,0.66,2.451,1.174,20.57,1.5958,0.57,0.008,-1.526,3.698,7.429,5.0,2.0,9.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.157,3.748,14.05,10.223,Pharmaceuticals,6
3497,537.7,7.793,22.0,5.0,5.0,1.0,0.0,0.0,1.0,39.1,7.2,7.2,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43403.0,5.106,1.177,8.151,4.0,0.451,4.015,0.62,13.6738,1.7966,1.096,0.004,-2.262,4.692,7.714,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.24,2.4,5.758,7.219,Pharmaceuticals,6
3498,203.27,7.26,11.0,1.0,3.0,0.0,0.0,0.0,0.0,39.3,10.7,3.6,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,29.04,0.0,0.0,54.397,0.0,0.0,1836.0,2.139,1.506,2.48,1.058,1.025,3.523,0.286,12.4984,2.3725,0.507,0.025,-1.386,3.92,7.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.198,0.542,0.294,0.418,Pharmaceuticals,6
3499,416.71,5.631,2.0,2.0,0.0,0.0,0.0,0.0,0.0,36.5,0.0,4.1,4.0,10.0,3.0,1.0,1.0,2.0,0.0,0.0,47.532,0.0,0.0,78.992,0.0,0.0,41390.0,1.59,1.635,10.348,6.557,0.584,2.536,0.949,20.5584,1.5178,0.554,0.007,-1.526,3.772,7.426,5.0,2.0,8.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.078,4.568,20.871,27.954,Pharmaceuticals,6
3500,154.14,9.067,8.0,2.0,2.0,0.0,0.0,0.0,0.0,35.3,11.8,17.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.0,2.866,1.16,1.197,0.367,1.648,3.69,0.28,9.7236,3.5891,0.701,0.038,-1.758,3.902,7.482,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,-2.592,6.721,1.0,Pharmaceuticals,6
3501,308.79,8.823,21.0,0.0,4.0,0.0,0.0,1.0,1.0,48.6,11.4,0.0,4.0,7.0,2.0,1.0,1.0,1.0,0.0,0.0,34.895,0.0,0.0,60.568,0.0,0.0,14188.0,1.054,0.595,4.101,2.221,0.833,3.451,0.5,17.4379,2.3908,0.566,0.016,-1.165,4.174,5.185,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.304,4.203,17.668,12.291,Pharmaceuticals,6
3502,217.3,6.391,2.0,2.0,1.0,0.0,0.0,0.0,0.0,29.4,2.9,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,2.639,2.106,1.97,0.681,2.222,2.669,0.596,14.0,4.704,0.753,0.015,-1.856,3.511,7.477,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.561,0.954,0.91,2.125,Pharmaceuticals,6
3503,270.23,9.651,12.0,1.0,2.0,0.0,3.0,0.0,0.0,42.9,7.1,7.1,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,59.422,0.0,0.0,0.0,0.0,0.0,2721.0,5.645,0.954,2.465,0.778,0.783,3.767,0.625,10.8446,2.2926,0.996,0.012,-2.401,3.829,8.513,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.146,2.369,5.613,5.261,Pharmaceuticals,6
3504,283.4,6.748,13.0,1.0,1.0,0.0,0.0,0.0,0.0,42.9,2.4,4.8,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2296.0,2.096,1.311,3.791,1.873,1.248,2.924,1.548,11.7117,2.7582,0.489,0.015,-1.386,3.812,7.427,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.385,2.99,8.942,5.861,Pharmaceuticals,6
3505,131.26,5.048,0.0,0.0,3.0,0.0,0.0,0.0,0.0,23.1,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.727,2.281,1.115,0.321,1.46,2.138,1.538,8.0,2.7779,0.346,0.032,-1.03,2.966,4.475,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.108,-0.129,0.017,3.059,Pharmaceuticals,6
3506,302.5,5.817,2.0,2.0,0.0,0.0,0.0,0.0,0.0,38.5,0.0,3.8,4.0,10.0,3.0,1.0,1.0,2.0,0.0,0.0,31.351,0.0,0.0,51.348,0.0,0.0,18913.0,1.396,0.853,7.609,5.189,0.769,2.751,0.544,21.0356,1.6835,0.401,0.012,-1.224,3.722,6.271,2.0,1.0,8.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.444,3.923,15.392,13.226,Pharmaceuticals,6
3507,254.36,6.359,2.0,2.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,10.0,2.0,3.0,1.0,0.0,0.0,0.0,27.308,0.0,0.0,66.104,0.0,0.0,0.0,0.0,2454.0,1.899,1.849,3.394,1.459,0.91,2.678,0.907,10.9773,2.2185,0.686,0.011,-1.758,3.703,7.432,3.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,-0.763,1.645,2.708,5.617,Pharmaceuticals,6
3508,300.46,7.328,12.0,0.0,2.0,1.0,0.0,0.0,1.0,41.5,4.9,2.4,3.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8941.0,1.341,1.447,4.727,2.852,0.809,3.155,0.72,17.6545,2.2506,0.466,0.012,-1.101,4.073,6.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.338,2.695,7.261,14.502,Pharmaceuticals,6
3509,342.48,6.342,3.0,3.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,11.1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,82.161,0.0,0.0,0.0,0.0,0.0,3329.0,2.693,2.585,4.656,2.04,0.966,3.03,0.495,15.8877,2.6207,0.908,0.008,-2.104,3.542,7.477,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.777,0.975,0.952,0.861,Pharmaceuticals,6
3510,235.36,6.194,6.0,0.0,1.0,0.0,0.0,0.0,0.0,36.8,2.6,5.3,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2174.0,2.026,1.045,3.89,1.986,1.14,3.161,0.546,12.1425,2.414,0.489,0.019,-1.386,3.73,6.28,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.136,1.813,3.285,3.004,Pharmaceuticals,6
3511,254.18,10.591,10.0,5.0,4.0,0.0,0.0,0.0,0.0,33.3,16.7,25.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,107.007,0.0,0.0,0.0,0.0,0.0,2516.0,2.904,0.977,1.977,0.567,0.797,4.252,0.167,10.6812,2.5209,1.109,0.011,-2.361,3.955,7.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702,-0.367,0.135,0.003,Pharmaceuticals,6
3512,312.4,6.791,4.0,4.0,0.0,0.0,0.0,0.0,0.0,34.8,0.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3846.0,2.192,0.714,3.282,1.233,1.05,3.109,1.381,25.7069,2.915,0.908,0.008,-2.104,3.518,7.435,2.0,0.0,8.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.348,1.216,1.479,3.222,Pharmaceuticals,6
3513,393.9,7.724,13.0,1.0,1.0,0.0,0.0,1.0,1.0,39.2,2.0,9.8,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5672.0,2.185,1.109,4.823,1.786,0.792,3.304,1.192,13.7522,2.5095,0.948,0.006,-2.002,3.843,7.433,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.309,2.784,7.749,15.707,Pharmaceuticals,6
3514,191.3,6.171,3.0,3.0,1.0,0.0,0.0,0.0,0.0,38.7,3.2,3.2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1393.0,1.62,0.673,3.054,1.692,1.092,2.731,1.041,10.7917,2.1575,0.325,0.025,-1.03,3.671,7.429,1.0,0.0,5.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.305,2.519,6.345,6.132,Pharmaceuticals,6
3515,650.89,6.509,2.0,2.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,11.0,7.0,13.0,3.0,2.0,1.0,2.0,0.0,0.0,201.398,0.0,0.0,158.993,0.0,0.0,424813.0,2.304,0.599,14.0,8.663,0.304,2.911,0.945,16.8004,1.0718,1.312,0.002,-2.653,3.793,7.433,4.0,2.0,18.0,5.0,1.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,2.044,1.638,2.684,4.376,Pharmaceuticals,6
3516,179.24,6.894,6.0,0.0,1.0,0.0,0.0,0.0,0.0,38.5,3.8,7.7,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1402.0,1.805,0.773,2.413,1.231,1.314,3.258,0.337,14.5403,2.5504,0.489,0.031,-1.386,3.759,6.314,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.53,0.705,0.497,0.773,Pharmaceuticals,6
3517,276.37,6.909,8.0,2.0,2.0,0.0,0.0,0.0,0.0,37.5,5.0,7.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3449.0,2.621,1.707,3.441,1.728,0.821,3.27,0.8,12.4232,2.1979,0.701,0.01,-1.758,3.714,7.477,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.361,1.783,3.179,3.421,Pharmaceuticals,6
3518,548.55,8.571,24.0,6.0,4.0,0.0,0.0,0.0,0.0,42.2,6.3,14.1,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40775.0,2.931,1.742,5.197,2.081,0.402,3.75,1.024,14.467,1.8003,1.327,0.003,-2.653,3.844,7.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.235,1.583,2.506,10.168,Pharmaceuticals,6
3519,184.31,5.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,6.1,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,53.648,0.0,0.0,0.0,0.0,0.0,1088.0,2.153,0.799,5.379,2.244,2.168,2.285,1.19,11.6763,2.5908,0.401,0.035,-1.224,3.799,6.333,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.455,1.913,3.66,1.641,Pharmaceuticals,6
3520,298.46,6.218,3.0,2.0,0.0,0.0,0.0,0.0,0.0,41.7,0.0,4.2,4.0,10.0,3.0,1.0,1.0,2.0,0.0,0.0,30.537,0.0,0.0,50.017,0.0,0.0,19145.0,2.152,0.853,7.69,5.115,0.766,2.954,0.516,20.8972,1.6624,0.401,0.013,-1.224,3.734,7.426,1.0,1.0,8.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.444,3.827,14.642,17.435,Pharmaceuticals,6
3521,182.22,7.923,7.0,2.0,6.0,0.0,0.0,0.0,0.0,26.1,26.1,4.3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,38.305,0.0,0.0,0.0,0.0,0.0,612.0,2.273,1.793,1.184,0.295,1.335,3.556,0.848,10.0424,3.3242,0.729,0.021,-1.758,3.823,7.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.688,0.102,0.01,0.004,Pharmaceuticals,6
3523,169.21,7.357,6.0,1.0,3.0,0.0,0.0,0.0,0.0,30.4,13.0,8.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,35.971,0.0,0.0,0.0,0.0,0.0,452.0,2.63,1.994,1.597,0.43,1.148,3.725,0.261,8.5557,2.4072,0.645,0.027,-1.649,3.63,7.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.617,-2.704,7.311,0.691,Pharmaceuticals,6
3524,296.47,7.231,12.0,0.0,2.0,1.0,0.0,0.0,1.0,43.9,4.9,0.0,4.0,7.0,2.0,1.0,0.0,2.0,0.0,0.0,43.246,0.0,0.0,0.0,0.0,0.0,13015.0,0.57,0.418,5.592,3.309,0.735,2.924,0.896,16.6115,1.9504,0.298,0.013,-0.592,4.065,4.651,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.844,3.108,9.659,16.914,Pharmaceuticals,6
3525,324.46,6.76,12.0,1.0,2.0,0.0,0.0,0.0,0.0,41.7,4.2,4.2,4.0,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18832.0,1.837,0.865,5.819,3.521,0.645,3.614,0.307,14.4311,1.7697,0.57,0.01,-1.526,3.929,6.272,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.383,2.192,4.805,7.474,Pharmaceuticals,6
3526,302.82,7.57,13.0,1.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3320.0,1.521,1.352,3.566,1.564,0.773,3.065,0.738,11.4339,2.2395,0.532,0.012,-1.165,3.755,7.426,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.844,4.188,17.543,23.382,Pharmaceuticals,6
3527,454.62,6.785,13.0,1.0,2.0,0.0,0.0,0.0,0.0,38.8,3.0,7.5,4.0,6.0,2.0,0.0,0.0,0.0,0.0,68.119,0.0,104.711,140.576,0.0,176.201,0.0,43098.0,1.535,0.915,6.898,3.423,0.391,3.195,1.027,14.5006,1.3584,0.92,0.004,-2.104,3.85,7.426,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.382,2.283,5.214,9.737,Pharmaceuticals,6
3528,176.25,7.05,10.0,0.0,4.0,0.0,0.0,0.0,0.0,36.0,16.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,22.918,0.0,0.0,42.394,0.0,0.0,1322.0,1.006,1.057,1.944,0.808,1.286,3.428,0.78,13.0591,2.9593,0.439,0.031,-1.224,3.984,5.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.605,1.127,1.27,0.323,Pharmaceuticals,6
3529,344.55,6.045,5.0,0.0,2.0,0.0,0.0,0.0,0.0,36.8,3.5,3.5,5.0,15.0,4.0,2.0,2.0,2.0,0.0,0.0,68.711,0.0,0.0,110.475,0.0,0.0,45787.0,1.747,0.65,9.567,6.275,0.677,2.76,0.952,23.0181,1.5269,0.57,0.01,-1.526,3.851,6.325,3.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.887,4.395,19.313,16.986,Pharmaceuticals,6
3530,430.59,6.624,4.0,4.0,0.0,0.0,0.0,0.0,0.0,38.5,0.0,9.2,5.0,15.0,4.0,1.0,1.0,2.0,0.0,0.0,33.296,0.0,63.937,57.105,81.99,0.0,78496.0,2.464,0.938,9.401,6.366,0.68,3.284,0.577,27.6697,1.6497,0.908,0.007,-2.104,3.826,7.429,3.0,2.0,8.0,4.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.161,1.608,2.587,2.264,Pharmaceuticals,6
3531,312.34,9.761,9.0,3.0,2.0,1.0,3.0,0.0,1.0,43.8,6.3,3.1,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7625.0,5.619,0.874,4.302,2.382,0.693,3.867,0.586,13.5539,2.0802,0.929,0.012,-2.244,3.886,8.513,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.197,3.689,13.612,5.829,Pharmaceuticals,6
3532,408.64,5.922,1.0,1.0,0.0,0.0,0.0,0.0,0.0,34.8,0.0,7.2,4.0,10.0,3.0,1.0,1.0,2.0,0.0,0.0,43.475,0.0,0.0,72.823,0.0,0.0,36913.0,2.415,1.35,10.334,7.144,0.682,2.487,0.946,21.6975,1.625,0.803,0.007,-1.946,3.709,7.477,3.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.561,3.279,10.753,8.337,Pharmaceuticals,6
3533,252.33,7.209,13.0,1.0,0.0,0.0,0.0,0.0,0.0,48.6,0.0,5.7,3.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7356.0,1.382,0.92,3.939,2.16,0.969,3.277,0.479,19.3007,2.3819,0.401,0.02,-1.224,3.932,6.315,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,3.719,13.828,19.823,Pharmaceuticals,6
3534,523.64,7.076,10.0,4.0,1.0,0.0,0.0,0.0,0.0,35.1,1.4,13.5,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,112.94,0.0,0.0,0.0,0.0,0.0,11104.0,4.393,2.428,7.058,2.867,0.784,3.41,0.922,17.7301,2.5096,1.282,0.004,-2.61,3.841,7.487,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.525,1.112,1.236,4.475,Pharmaceuticals,6
