,No.,MW,AMW,nBM,nDB,nN,nS,nF,nCL,nHM,C%,N%,O%,X%,nCIC,nCIR,Rbrid,nR05,nR09,nR10,D/Dtr03,D/Dtr04,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr11,D/Dtr12,BLI,CENT,ICR,Wap,MAXDN,LOC,X5v,Yindex,IC1,CIC1,CIC5,Chi_D/Dt,J_D/Dt,J_Dz(Z),SpPosA_Dz(e),SM1_Dz(e),ChiA_Dz(p),SpMax_B(m),SpMax_B(s),ATSC1m,ATSC1p,GATS7m,GATS8m,GATS6e,GATS7p,GATS7s,GATS8s,SpMax2_Bh(m),P_VSA_LogP_1,P_VSA_LogP_6,P_VSA_LogP_8,P_VSA_MR_8,P_VSA_v_3,P_VSA_v_4,P_VSA_s_1,SpDiam_EA(bo),SpMax_AEA(dm),SM13_EA(dm),SM09_AEA(dm),Eig02_EA(dm),nCq,nCrs,nCrt,nR=Cs,nR=Ct,nRCOOR,nArOH,nOHs,nROR,nArOR,nArX,C-005,C-006,C-011,C-019,C-026,C-028,C-034,H-046,H-048,H-049,H-051,H-052,H-053,O-060,O-061,N-075,F-083,SdCH2,SssCH2,StCH,StsC,SdssC,SaasC,SaaaC,SdNH,SsssN,StN,SaaNH,SaaO,SdsssP,SdS,SssS,SddssS,SsBr,NssssC,NsNH2,NdsN,CATS2D_04_DD,CATS2D_05_DD,CATS2D_07_DD,CATS2D_02_DA,CATS2D_04_DA,CATS2D_07_DA,CATS2D_01_DN,CATS2D_02_DL,CATS2D_01_AA,CATS2D_02_AA,CATS2D_03_AA,CATS2D_04_AA,CATS2D_05_AA,CATS2D_06_AA,CATS2D_07_AA,CATS2D_09_AA,CATS2D_05_AN,CATS2D_01_AL,CATS2D_02_AL,CATS2D_03_AL,CATS2D_06_AL,CATS2D_03_PL,CATS2D_05_PL,CATS2D_06_PL,CATS2D_08_PL,CATS2D_03_NL,CATS2D_06_NL,CATS2D_09_NL,CATS2D_03_LL,CATS2D_08_LL,T(N..S),T(N..P),T(N..Cl),T(N..Br),T(N..I),T(O..F),T(O..Cl),T(O..Br),T(S..S),T(S..P),T(S..Cl),T(S..Br),T(P..F),T(P..Cl),T(P..Br),T(F..Cl),T(F..Br),T(F..I),T(Cl..Cl),T(Cl..Br),T(Cl..I),T(Br..Br),F02[C-P],F02[C-Si],F02[N-N],F02[N-S],F02[O-S],F03[C-Si],F03[C-X],F03[N-O],F03[O-F],F03[O-X],F03[Cl-Cl],F04[N-N],F04[N-O],F04[O-O],F04[O-S],F04[O-Cl],F05[N-N],F05[N-F],F05[O-S],F05[O-F],F05[O-Cl],F06[C-X],F06[N-F],F06[O-F],F06[O-Cl],F07[N-N],F07[N-O],F07[O-S],F07[O-F],F08[C-S],F08[C-Cl],F08[N-N],F08[O-F],F09[O-O],F09[O-F],F09[O-X],F10[N-N],F10[N-O],F10[O-O],MLOGP2,ALOGP2,BLTF96,Class,Label
1115,1116,600.81,6.676,6,6,6,0,0,0,0,30,6.7,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.063,510,0.985,28845,2.229,0.605,2.541,0.732,2.705,3.787,2.052,2.49,52.2945,2.6428,8.016,1.398,0.002,3.506,7.439,21.652,7.759,1.119,1.073,0.84,1.006,1.261,1.16,3.69,0,0,0,0,78.88,0,0,5.083,4.239,11.846,0.899,2.271,0,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,12,12,0,0,0,0,0,0,6.11,0,0,-2.646,0,0,0,1.783,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,3,0,0,6,0,0,0,0,0,12,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0.033,3.711,-1.55,Chelating Agents,2
1074,1075,345.2808313,8.366542441,9.546842757,2.289585913,1.709451094,0.285046086,0.255055716,0.334984179,0.847021599,37.30620443,4.196189297,9.110716742,2.161342688,2.333608474,4.659100289,1.043197139,0.460723621,0.234144999,0.405695419,1.609483285,2.033524144,3.725298666,4.984415188,22.25553075,6.76437653,4.979705874,1.118070622,1996.625378,2.445067988,499789.613,2.572476957,1.370970548,4.434758673,1.067679186,3.104638602,2.134410648,0.726568441,2.021384753,14.54163358,2.78577651,4.090693252,0.635739064,-0.205801432,4.20480033,7.086812302,10.26577452,12.08728353,1.004445316,0.931106755,1.010017244,0.909232219,1.034456447,0.948906426,3.791932315,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,6.642206688,3.884096051,6.011235861,-0.476326132,1.003023256,0.213234283,1.820470491,0.570367313,0.694593479,0.299215848,0.216535975,0.185995323,0.321914981,0.316824873,0.298803137,0.285596368,0.519878938,1.241848948,0.179391938,0.145136883,1.226441051,0.1553171,0.140046774,5.638602284,0.325629385,0.193974412,0.952538176,2.594992434,0.330857064,0.695969184,0.091071674,0.307470078,0.120374192,0.143184482,2.461997936,0.046268813,0.104573807,-0.411509286,1.163202641,0.191441601,0.091885129,0.63669308,0.271796396,0.14848301,0.121856927,-0.160428395,0.135690191,0.145446416,-0.463902875,0.116303481,0.488375292,0.174714541,0.146512588,0.239922961,0.188746733,0.192048425,0.830100426,0.82569817,0.567340762,0.198101527,1.642866969,0.253129729,1.467877287,0.81730637,0.930114184,1.058880176,1.119411198,0.689916082,0.60764892,0.096987206,0.065208419,3.891456872,4.721694869,4.13069198,0.134406383,0.115008942,0.126427294,0.096299353,0.155454671,0.145136883,0.134406383,8.710551658,4.629109919,7.233319576,0.432934379,4.383133856,0.417664053,0.201403219,5.962993534,6.501719631,0.531847572,0.959691842,0.045673408,0.419865181,0.026826248,0.029577659,0.085293713,0.013069198,0.614114734,0.035630761,0.035630761,1.204154629,0.044847985,0.009767506,0.064795708,0.102902738,0.037556748,0.428669693,0.116247077,0.083230155,0.030815793,0.100976751,0.761727886,0.05998074,0.091071674,0.050625946,0.298527996,0.750859816,0.949374054,0.131379832,0.089558399,0.180217361,0.075801348,0.161370202,0.072637227,0.130141698,0.143761178,0.060118311,0.086531848,0.111982391,0.13082955,0.525656899,0.108405558,0.090934104,0.302792681,0.375842619,0.124638877,0.061218875,0.729811528,0.062044298,0.059705599,0.105654148,0.337460448,0.579722108,8.984637364,13.7689722,-3.125623882,Chelating Agents,2
1005,1006,225.052,13.238,2,2,0,0,0,0,2,23.5,0,47.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.949,228,2.156,331,3.703,2.074,0.596,2.229,3.499,0.588,0.24,1,13,5.406,9.059,-1.924,0.012,3.588,7.615,1.567,172.866,1.886,2.195,2.408,4.577,1.597,1.632,3.408,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,5.263,3.926,12.136,0,2.413,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,3,2,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.226,13.7689722,0.14,Chelating Agents,2
1148,1149,1063.74,6.113,48,2,4,0,0,0,0,43.7,2.3,0,0,9,24,8,4,0,0,0,0,0,0,0,0,0,1.005,13656,2.709,1485784,1.355,0.932,8.538,0.37,2.807,4.636,3.818,2.447,21.5367,1.6071,6.861,0.439,0.002,4.083,4.97,41.619,18.245,1.152,0.976,1.162,1.239,1.127,1.518,4.015,211.805,8.577,0,0,471.903,0,0,7.615,3.623,0,2.327,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,72,0,0,0,0,0,0,0,2,0,0,0,0,0,0,22.775,4.075,0,0,0,8.291,0,0,0,0,0,0,8,0,0,1,0,0,0,2,0,0,8,0,0,0,1,0,0,0,0,0,0,8,4,16,0,0,0,0,0,0,0,100,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,99.342,503.634,-9.86,Chelating Agents,2
1111,1112,564.404,9.731,16,4,2,0,0,0,4,37.9,3.4,17.2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2.933,3008,3.264,20907,3.133,2.071,25.434,0.633,3.676,2.182,0.888,1.483,19.2806,2.493,20.047,-2.632,0.003,3.752,7.614,9.195,462.893,0.908,1.182,0.571,0.848,1.016,1.373,3.866,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,6.869,3.724,12.633,0.668,2.384,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,-2.081,0,0,-4.688,1.162,0,0,2.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,18,0,9,0,0,4,8,20,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0.63,13.7689722,-2.06,Chelating Agents,2
939,940,414.52,8.128,20,3,2,1,0,0,1,41.2,3.9,9.8,0,3,4,1,0,0,1,0,0,0,0,0,0,0,1.022,1529,2.888,14524,4.745,1.475,2.813,0.647,3.67,2.002,0.554,2.01,15.5744,2.5141,4.284,0.948,0.006,4.711,7.716,12.067,5.21,1.274,1.01,1.236,1.117,1.414,1.631,4.025,26.476,0,0,0,144.679,0,5.807,7.723,4.686,11.968,-0.332,0.965,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,3,2,0,3,0,0,3,3,0,2,0,1,0,0,-0.02,0,0,-0.503,2.444,1.169,0,0,0,0,0,0,0,0,-3.828,0,0,0,0,0,0,0,2,1,2,0,1,0,2,2,0,3,2,0,4,0,0,6,8,10,0,0,0,0,0,0,0,7,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,5.148,15.985,-3.32,Chelating Agents,2
1128,1129,751.495,10.294,26,5,3,0,0,0,5,39.7,4.1,19.2,0,4,5,1,2,1,0,0,0,0,0,251.509,0,0,2.802,7603,3.372,98523,3.242,1.944,125.562,0.451,4.243,1.947,0.524,1.663,17.9656,1.9358,24.344,-2.815,0.002,4.033,7.618,9.446,611.432,0.892,0.899,0.559,0.697,0.859,0.949,3.912,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,7.52,3.725,12.633,1.435,2.384,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,4,0,3,3,0,1,0,0,0,5,0,1,0,0,-2.832,0,0,-6.569,0.713,0.638,0,2.266,0,0,11.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,3,1,20,8,9,0,0,7,10,18,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,2,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,1,2,0,0,0,0,0,0,8,0,4,0,7,7,0.108,13.7689722,-1.11,Chelating Agents,2
1060,1061,463.99,11.317,14,3,3,3,3,1,4,41.5,7.3,2.4,9.8,3,3,0,1,0,0,0,0,0,0,0,0,0,1.046,1378,2.708,11707,5.903,0.843,3.472,0.68,4.284,1.074,0.525,1.797,13.4774,2.5489,4.308,1.105,0.009,4.155,8.513,1.696,3.614,0.973,0.822,1.281,1.046,1.116,1.206,4.084,8.396,0,92.1,109.631,235.328,0,0,7.344,4.862,20.14,-0.574,3.825,0,0,0,2,0,0,0,0,0,0,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0.634,0,0,0.144,0.603,0,0,0,0,0,0,0,5.07,2.194,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,5,5,0,0,0,0,0,0,0,8,3,41,0,29,0,0,21,12,0,14,0,30,0,0,0,0,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,13.51,27.768,-4.51,Chelating Agents,2
1008,1009,183.226,18.323,2,2,0,0,0,0,2,20,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.098,60,1.891,102,3.477,1.837,2.826,2.175,2.922,0.4,0.664,1,8,5.8377,19.654,-2.302,0.051,4.615,7.639,4.623,692.496,0.796,0,0.088,0,2.238,0,3.555,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,5.288,3.885,0,0,1.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.465,13.7689722,0.41,Chelating Agents,2
1059,1060,260.3,8.976,3,3,2,1,0,0,1,31,6.9,17.2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0.898,295,2.19,2194,2.551,1,1.185,1.09,3.762,1.096,0.069,1.942,11.6529,2.4737,2.908,0.948,0.013,3.938,7.429,5.067,2.46,1.284,1.104,0.886,1.34,1.057,1.597,3.717,0,23.827,45.192,45.192,68.705,0,0,5.879,3.969,7.743,-1.699,1.09,0,3,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-0.411,0,0,-0.287,0,0,0,1.32,0,0,0,0,4.915,0,0,0,0,0,0,1,2,1,2,2,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,3,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.536,2.407,-0.34,Chelating Agents,2
988,989,305.5,16.972,11,0,1,0,0,1,2,50,5.6,5.6,11.1,2,3,1,0,0,1,0,0,0,0,0,0,0,1.087,111,1.738,1380,1.472,0.773,1.279,1.43,3.461,0.709,0,3.205,14.9563,3.3953,1.816,0.473,0.042,10.695,6.314,8.495,0.856,3.223,0,1.2,3.128,0.132,0,4.093,0,0,39.149,56.782,86.502,56.782,0,7.584,3.404,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.528,1.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.395,8.949,-4.26,Chelating Agents,2
942,943,317.85,7.568,11,0,3,0,0,1,1,40.5,7.1,2.4,2.4,4,5,2,2,0,0,0,0,64.214,0,0,0,0,0.995,606,2.118,11107,1.107,0.595,3.428,0.8,3.279,2.113,0.369,2.625,13.123,1.8873,3.332,0.626,0.013,3.93,5.272,8.913,4.001,1.368,1.18,1.501,1.157,1.267,0.989,3.882,17.222,0,39.149,0,115.913,0,0,6.904,3.59,0.054,-0.838,0,0,5,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,4,6,0,1,0,2,0,0,3.531,0,0,0,3.531,0,0,2.498,0,0,5.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,8,5,12,0,0,0,0,0,0,0,13,3,0,0,19,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.069,9.271,-5,Chelating Agents,2
1101,1102,622.78,7.414,28,6,4,0,0,0,0,42.9,4.8,7.1,0,5,20,8,4,0,0,0,0,0,0,0,0,0,0.91,3184,2.899,240052,2.002,1.522,3.88,0.528,3.422,2.97,1.215,2.872,23.9373,1.9927,5.251,1.109,0.004,4.071,7.436,16.78,7.972,1.118,1.15,0.594,0.995,0.907,0.803,3.984,74.717,8.577,0,0,192.498,0,0,7.645,3.678,12.293,1.217,2.443,0,0,0,0,4,2,0,0,0,0,0,2,0,0,0,0,4,4,16,0,0,10,0,0,2,0,2,0,0,1.121,0,0,2.619,5.224,2.626,0,0,0,6.818,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,8,0,2,0,1,0,5,1,1,0,0,16,10,20,0,0,0,0,0,0,0,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,2,0,4.26,50.74,-3.14,Chelating Agents,2
948,949,292.28,8.119,4,4,2,0,0,0,0,27.8,5.6,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872,540,2.122,910,2.894,2.122,0.803,1.931,2.753,2.417,2.111,1,19,5.0091,4.031,1.178,0.009,3.478,7.484,7.034,2.52,0.743,1.663,0.69,1.074,0.915,2.336,3.591,0,0,0,0,16.274,0,0,4.923,3.676,12.633,-1.13,2.384,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.251,0,0,-4.91,0,0,0,2.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,5,0,0,6,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1.845,0.745,-0.24,Chelating Agents,2
973,974,424.6,7.077,24,0,6,0,0,0,0,43.3,10,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0.934,1980,2.625,11030,0.724,0,2.515,0.488,2.806,3.101,2.067,1.593,11.1477,1.5976,5.147,0.603,0.005,3.65,4.744,12.673,5.137,0.838,1.064,0.782,0.978,0.748,1.417,3.828,0,0,0,0,173.566,0,0,6.483,3.126,1.035,0.59,0.995,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,4.868,0,0,0,4.239,0,0,4.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,4,0,0,8,8,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.425,15.244,-2.4,Chelating Agents,2
1106,1107,678.78,8.278,48,2,4,0,0,0,0,53.7,4.9,4.9,0,9,24,8,4,0,0,0,0,0,0,0,0,0,0.836,3584,2.777,494660,1.504,0.394,4.714,0.367,3.01,3.347,2.317,2.995,17.9677,1.5302,5.031,0.931,0.003,4.059,6.32,13.268,6.779,0.744,0.89,0.604,0.919,0.458,1.008,4.028,0,8.577,0,0,272.518,0,0,7.564,3.275,0,1.66,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10.336,3.241,0,0,0,7.328,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,16,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,32,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,10.867,103.409,-4.19,Chelating Agents,2
1137,1138,648.15,8.528,28,6,4,0,0,1,2,44.7,5.3,5.3,1.3,6,36,10,4,0,2,0,0,0,0,0,230.67,0,1.052,3236,2.786,425782,3.312,1.344,7.607,0.575,3.812,2.436,0.434,4.127,28.8861,2.1487,4.879,0.738,0.005,5.414,7.479,22.278,9.737,1.45,1.145,0.858,1.591,0.973,0.657,4.055,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,7.793,3.608,11.744,1.174,2.341,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,4,4,16,0,0,4,0,0,0,0,2,0,8.223,0.521,0,0,1.92,6.725,3.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,1,0,4,0,2,0,2,2,0,20,10,24,0,0,0,0,2,2,14,24,39,0,0,16,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,7.946,13.7689722,-3.79,Chelating Agents,2
964,965,304.28,8.949,16,4,2,0,0,0,0,41.2,5.9,17.6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.824,600,2.413,4709,2.543,0.964,1.081,0.674,2.911,2.176,1.235,1.706,13.0809,2.2937,3.728,1.014,0.007,3.874,7.818,4.668,2.956,1.029,0.624,1.266,0.491,1.112,0.59,3.932,11.34,0,101.494,0,100.995,0,0,7.094,3.811,13.145,-1,2.612,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,2,4,0,0,0,0.049,0,0,0,-0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,4,0,2,4,1,0,0,4,12,4,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9.43,10.463,-4,Chelating Agents,2
1002,1003,250.2,11.373,9,3,0,1,0,0,1,31.8,0,36.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.962,260,2.18,1035,5.429,1.656,0.963,1.429,3.72,0.739,0.091,1.532,12.2525,4.1339,2.491,1.113,0.017,4.736,7.768,3.596,2.503,1.293,1.293,0.769,0.573,1.636,0.316,3.79,0,0,0,0,41.695,0,1.339,7.674,5.164,0,-1.901,1.437,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.328,-1.811,0,0,0,0,0,0,0,0,0,-4.513,0,0,0,0,0,0,0,3,3,1,1,2,1,2,1,0,0,4,2,0,2,0,2,7,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.504,0.112,-1.99,Chelating Agents,2
930,931,262.3,7.286,3,3,2,0,0,0,0,27.8,5.6,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968,444,2.241,645,2.929,2.147,0.89,2.26,3.062,2.108,0.778,1,17,5.0568,3.691,1.014,0.012,3.545,7.482,8.071,2.811,1.35,1.142,0.731,0.817,1.503,1.26,3.495,0,0,0,0,16.65,0,0,5.193,3.825,12.346,-1.835,2.369,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0.454,0,0,-3.753,0,0,0,0.92,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,3,1,0,0,3,0,0,3,0,0,6,0,1,2,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.372,0.139,-0.87,Chelating Agents,2
1159,1160,980.59,12.413,45,6,4,0,0,9,10,55.7,5.1,0,11.4,10,40,10,4,0,2,0,0,0,0,0,309.153,0,1.028,6508,2.668,1460149,3.294,0.518,9.293,0.433,3.247,3.057,1.544,4.103,24.9907,1.7884,5.041,1.16,0.004,5.645,5.07,9.266,5.761,1.096,0.776,1.312,1.438,0.887,0.823,4.234,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,7.966,3.563,0,1.879,0,0,0,0,4,4,0,0,0,0,0,8,0,0,0,2,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,7.276,0,0,0,0,3.712,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,2,0,0,0,0,0,0,14,6,9,0,0,0,0,0,0,0,44,52,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,1,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,44,1,0,0,0,0,0,0,0,59.677,13.7689722,-7.96,Chelating Agents,2
1127,1128,380.204,10.561,4,4,2,0,0,0,4,27.8,5.6,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.392,1008,2.757,1560,3.128,2.585,24.318,1.778,3.155,2.015,0.82,1,23,5.518,22.706,-2.667,0.007,3.703,7.614,5.551,453.74,0.877,1.567,0.826,1.165,0.71,2.231,3.676,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,4.953,3.708,12.633,-1,2.384,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-2.086,0,0,-4.755,0,0,0,2.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,1.845,13.7689722,-0.24,Chelating Agents,2
